Mode,NLC,ASC,Station,Coverage,Source,entries,entries,entries,entries,exits,exits,exits,exits,en/ex
LU,528,BWRu,Bow Road,Station entry / exit,Gateline,"9,151","9,410","6,546","4,508","8,597","8,140","5,900","4,562","5,327,619"
LU,529,BTXu,Brent Cross,Station entry / exit,Gateline,"4,151","3,996","2,532","2,294","3,884","3,760","2,438","2,163","2,396,791"
LU,778,BRXu,Brixton LU,Station entry / exit,Gateline,"51,041","53,948","40,628","28,842","46,987","50,042","39,314","28,222","30,303,976"
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,Gateline,"7,203","7,362","4,195","3,331","6,820","6,550","3,789","3,279","4,093,177"
LU,531,BHLu,Buckhurst Hill,Station entry / exit,Gateline,"3,263","3,302","2,060","1,181","3,113","3,153","1,885","1,167","1,844,536"
LU,532,BURu,Burnt Oak,Station entry / exit,Gateline,"7,455","7,341","4,338","3,402","6,943","6,856","4,177","3,190","4,208,566"
LU,534,CRDu,Caledonian Road,Station entry / exit,Gateline,"9,045","9,655","6,124","4,735","8,385","8,623","5,584","4,580","5,226,968"
LU,535,CTNu,Camden Town,Station entry / exit,Gateline,"27,133","36,533","35,505","26,930","27,914","37,659","40,064","28,479","19,628,395"
LU,788,CWRu,Canada Water,Station entry / exit,Gateline,"19,338","21,230","19,080","13,008","19,621","21,262","19,036","13,188","12,520,167"
LU,852,CWFu,Canary Wharf LU,Station entry / exit,Gateline,"89,604","86,164","34,711","26,706","92,000","85,890","34,771","26,697","49,813,792"
LU,884,CNTu,Canning Town,Station entry / exit,Gateline,"21,625","22,756","17,166","13,890","21,277","23,086","17,277","13,347","13,345,625"
LU,536,CSTu,Cannon Street LU,Station entry / exit,Gateline,"15,053","13,609","4,314","2,474","13,093","11,858","3,411","2,210","7,399,745"
LU,537,CPKu,Canons Park,Station entry / exit,Gateline,"4,947","5,039","3,386","2,364","4,776","4,842","3,205","2,303","2,893,090"
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,Gateline,"3,099","3,179","1,457",830,"3,459","3,494","1,238",720,"1,789,548"
LU,540,CHFu,Chalk Farm,Station entry / exit,Gateline,"8,890","10,083","8,656","6,157","7,570","8,193","6,484","4,683","5,232,138"
LU,541,CYLu,Chancery Lane,Station entry / exit,Gateline,"32,653","30,818","7,893","4,321","32,975","31,059","7,840","4,308","17,033,055"
LU,718,CHXu,Charing Cross LU,Station entry / exit,Gateline,"31,438","33,489","27,993","18,391","30,091","30,590","22,284","14,733","18,895,518"
LU,543,CHMu,Chesham,Station entry / exit,Gateline,"2,056","1,944","1,133",642,"1,914","1,793","1,014",574,"1,121,663"
LU,544,CHGu,Chigwell,Station entry / exit,Gateline,"1,012",982,416,240,818,777,374,238,"503,402"
LU,545,CHPu,Chiswick Park,Station entry / exit,Gateline,"3,370","3,486","2,078","1,386","3,870","3,773","2,078","1,511","2,090,004"
LU,546,CWDu,Chorleywood,Station entry / exit,Scaled,"2,597","2,439","1,250",934,"2,367","2,168","1,132",885,"1,402,308"
LU,547,CPCu,Clapham Common,Station entry / exit,Gateline,"13,955","15,954","14,816","9,244","16,398","17,965","15,425","9,740","9,711,927"
LU,548,CPNu,Clapham North,Station entry / exit,Gateline,"8,376","10,069","9,317","5,808","10,477","11,464","9,040","5,931","6,009,179"
LU,549,CPSu,Clapham South,Station entry / exit,Gateline,"13,262","13,998","9,508","6,619","13,330","13,095","9,144","6,857","7,977,126"
LU,550,CFSu,Cockfosters,Station entry / exit,Gateline,"2,826","3,077","2,662","1,917","2,721","2,984","2,580","1,924","1,779,062"
LU,551,COLu,Colindale,Station entry / exit,Gateline,"12,449","12,691","7,743","6,008","11,661","11,734","7,160","5,661","7,109,001"
LU,552,CLWu,Colliers Wood,Station entry / exit,Gateline,"10,824","11,399","8,040","5,935","10,177","10,472","7,592","5,844","6,398,401"
LU,553,COVu,Covent Garden,Station entry / exit,Gateline,"21,529","24,203","23,080","18,754","24,519","28,840","31,925","22,092","15,756,864"
LU,554,CRXu,Croxley,Station entry / exit,Gateline,"1,964","1,924",899,501,"1,880","1,757",845,515,"1,062,083"
LU,555,DGEu,Dagenham East,Station entry / exit,Gateline,"5,229","5,172","3,221","2,030","4,739","4,536","2,883","1,826","2,889,563"
LU,556,DGHu,Dagenham Heathway,Station entry / exit,Gateline,"9,984","10,098","6,493","4,227","9,675","9,581","6,206","4,059","5,763,663"
LU,557,DEBu,Debden,Station entry / exit,Gateline,"4,376","4,151","2,320","1,227","4,108","3,753","2,069","1,159","2,377,124"
LU,558,DHLu,Dollis Hill,Station entry / exit,Gateline,"6,773","6,959","4,729","3,866","5,963","5,962","4,009","3,467","3,853,604"
LU,560,EBYu,Ealing Broadway,Station entry / exit,Gateline,"27,377","27,846","17,474","12,961","25,973","26,764","17,368","12,778","15,816,781"
LU,561,ECMu,Ealing Common,Station entry / exit,Gateline,"5,056","5,153","3,712","2,551","5,053","4,968","3,491","2,528","3,035,829"
LU,562,ECTu,Earl's Court,Station entry / exit,Gateline,"29,714","32,229","24,587","20,946","28,948","31,822","24,843","19,436","18,512,627"
LU,563,EACu,East Acton,Station entry / exit,Gateline,"6,597","6,731","4,237","3,350","6,434","6,448","4,000","3,275","3,866,457"
LU,565,EFYu,East Finchley,Station entry / exit,Gateline,"11,739","11,673","6,782","4,922","11,178","10,857","6,218","4,862","6,637,732"
LU,566,EHMu,East Ham,Station entry / exit,Gateline,"22,403","22,510","16,209","11,511","21,641","21,304","15,191","11,012","13,246,713"
LU,567,EPYu,East Putney,Station entry / exit,Gateline,"10,398","10,421","7,036","4,781","10,294","9,651","6,384","4,766","6,109,009"
LU,564,ETEu,Eastcote,Station entry / exit,Gateline,"5,009","4,896","2,848","1,637","4,787","4,508","2,656","1,651","2,791,569"
LU,568,EDGu,Edgware,Station entry / exit,Gateline,"8,300","8,270","5,173","4,162","8,035","8,027","5,153","4,052","4,842,434"
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,Gateline,"8,071","8,049","5,620","3,506","7,920","7,811","5,532","3,378","4,734,969"
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,Gateline,"11,856","11,620","6,754","5,320","11,407","11,436","6,442","4,718","6,743,070"
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,Gateline,"33,428","34,379","22,677","16,980","30,321","31,363","21,464","16,086","19,132,578"
LU,571,EPKu,Elm Park,Station entry / exit,Gateline,"5,529","5,336","2,895","1,885","5,341","5,003","2,722","1,814","3,076,370"
LU,542,EMBu,Embankment,Station entry / exit,Gateline,"34,351","37,671","26,648","18,337","32,640","35,776","24,267","15,973","20,303,286"
LU,572,EPPu,Epping,Station entry / exit,Gateline,"6,596","6,560","5,056","3,274","6,958","6,941","4,661","3,031","4,048,867"
LU,574,EUSu,Euston LU,Station entry / exit,Gateline,"63,748","66,189","49,152","42,879","62,735","67,977","48,111","39,817","39,254,276"
LU,575,ESQu,Euston Square,Station entry / exit,Gateline,"24,936","21,854","9,290","7,689","25,553","24,017","9,783","7,595","13,858,401"
LU,576,FLPu,Fairlop,Station entry / exit,Gateline,"2,138","2,104","1,354",828,"1,912","1,841","1,252",777,"1,181,967"
LU,577,FARu,Farringdon,Station entry / exit,Gateline,"49,383","44,607","10,740","5,815","47,527","43,742","11,281","5,340","25,016,753"
LU,578,FYCu,Finchley Central,Station entry / exit,Gateline,"14,308","14,129","7,751","4,935","14,153","13,820","7,090","5,051","8,075,893"
LU,579,FRDu,Finchley Road,Station entry / exit,Gateline,"15,542","15,886","10,242","8,008","15,077","15,161","9,800","7,688","9,124,495"
LU,580,FPKu,Finsbury Park,Station entry / exit,Gateline,"61,256","63,344","45,510","28,206","44,413","45,373","28,734","21,935","31,540,207"
LU,581,FBYu,Fulham Broadway,Station entry / exit,Gateline,"14,395","14,849","10,650","7,192","14,701","14,657","10,028","6,782","8,704,059"
LU,582,GHLu,Gants Hill,Station entry / exit,Gateline,"10,942","10,952","6,268","4,762","10,293","10,324","5,959","4,627","6,174,918"
LU,583,GRDu,Gloucester Road,Station entry / exit,Gateline,"22,036","23,410","16,774","14,098","21,147","22,141","16,057","12,647","13,311,849"
LU,584,GGRu,Golders Green,Station entry / exit,Gateline,"13,369","13,478","8,536","7,343","13,041","13,070","8,317","7,184","7,897,011"
LU,585,GHRu,Goldhawk Road,Station entry / exit,Gateline,"3,663","3,767","2,461","1,603","3,480","3,378","2,252","1,631","2,109,767"
LU,586,GSTu,Goodge Street,Station entry / exit,Gateline,"13,084","12,562","6,871","3,775","13,023","12,783","6,704","3,521","7,316,006"
LU,587,GRHu,Grange Hill,Station entry / exit,Gateline,"1,226","1,198",602,298,"1,093",995,509,283,"642,034"
LU,588,GPSu,Great Portland Street,Station entry / exit,Gateline,"14,704","13,255","5,178","3,481","14,001","12,915","4,829","2,938","7,728,904"
LU,590,GPKu,Green Park,Station entry / exit,Gateline,"59,118","60,888","36,915","28,926","64,399","68,812","42,939","35,076","36,793,171"
LU,589,GFDu,Greenford,Station entry / exit,Gateline,"7,248","7,419","4,776","3,086","7,087","7,042","4,514","3,001","4,206,392"
LU,591,GUNu,Gunnersbury,Station entry / exit,Gateline,"10,373","9,580","4,289","2,764","9,504","8,604","3,772","2,520","5,447,164"
LU,592,HAIu,Hainault,Station entry / exit,Gateline,"6,403","6,432","3,682","2,461","6,023","5,999","3,516","2,399","3,584,797"
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,Gateline,"45,356","46,327","30,379","22,352","45,408","45,754","29,339","22,025","26,958,703"
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,Gateline,"18,486","18,484","8,964","6,213","16,417","16,289","8,193","5,680","9,836,352"
LU,594,HMPu,Hampstead,Station entry / exit,Gateline,"6,930","7,375","5,163","4,694","7,314","7,718","5,621","5,218","4,441,422"
LU,595,HLNu,Hanger Lane,Station entry / exit,Gateline,"6,316","6,316","3,923","2,565","5,901","5,866","3,556","2,377","3,551,843"
LU,596,HARu,Harlesden,Station entry / exit,Gateline,"5,356","5,323","2,975","1,866","5,235","5,101","2,876","1,887","3,022,879"
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,Gateline,"8,333","8,368","4,943","3,236","7,804","7,569","4,365","3,094","4,654,371"
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,Gateline,"16,675","17,214","11,356","7,775","17,811","18,039","11,588","8,128","10,208,999"
LU,779,HTXu,Hatton Cross,Station entry / exit,Gateline,"5,058","5,303","3,712","3,132","4,717","5,034","3,573","2,975","3,008,769"
LU,781,HRCu,Heathrow Terminal 4 LU,Station entry / exit,Gateline,"3,242","3,970","3,750","3,996","2,736","3,603","3,244","3,154","2,127,743"
LU,783,HRFu,Heathrow Terminal 5 LU,Station entry / exit,Gateline,"6,753","7,989","6,537","7,820","5,365","6,976","5,358","6,176","4,178,801"
LU,780,HRVu,Heathrow Terminals 123 LU,Station entry / exit,Gateline,"11,676","14,315","11,282","13,761","9,582","12,205","9,479","11,224","7,346,448"
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,"13,183","12,899","7,074","5,579","12,184","11,765","6,434","5,104","7,297,644"
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,"7,190","7,207","4,062","2,710","6,758","6,708","3,907","2,667","4,014,753"
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,"19,708","19,934","14,967","10,900","19,535","19,627","14,376","9,591","11,889,198"
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,"26,715","29,268","21,801","13,397","27,889","30,535","23,089","15,131","16,740,040"
LU,604,HIGu,Highgate,Station entry / exit,Gateline,"9,162","9,324","5,891","4,034","9,079","8,933","5,628","4,226","5,362,797"
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,"3,064","3,103","2,003","1,182","2,771","2,731","1,788","1,127","1,704,504"
LU,607,HOLu,Holborn,Station entry / exit,Gateline,"51,553","51,520","28,619","18,509","56,372","55,933","30,072","19,350","30,740,262"
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,"5,775","5,855","3,879","2,593","5,539","5,737","4,142","2,717","3,377,648"
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,"10,429","10,708","7,044","5,353","10,137","10,175","6,669","5,315","6,146,893"
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,"3,776","3,609","1,954","1,042","3,734","3,540","2,040","1,057","2,108,849"
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,"6,025","6,126","4,090","3,214","5,892","5,979","3,987","3,117","3,575,375"
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,"5,939","6,264","4,479","3,589","6,249","6,526","4,528","3,655","3,729,904"
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,"5,476","5,674","4,196","3,523","5,216","5,481","4,180","3,451","3,324,930"
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,"6,683","7,760","7,138","6,620","6,793","7,796","7,002","6,386","4,567,539"
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,"1,987","1,951","1,209",676,"1,995","1,926","1,154",694,"1,142,440"
LU,616,KENu,Kennington,Station entry / exit,Gateline,"8,324","9,021","7,067","4,684","7,770","8,388","7,072","4,856","5,032,526"
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,"4,203","4,319","2,977","1,964","3,870","3,741","2,652","1,919","2,410,079"
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,33,32,716,452,54,51,430,263,"110,944"
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,"13,431","13,582","8,908","5,911","12,242","12,144","8,362","5,714","7,598,874"
LU,620,KETu,Kenton,Station entry / exit,Gateline,"3,257","3,194","2,026","1,414","3,167","3,079","1,998","1,373","1,881,163"
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,"5,940","6,708","6,715","4,772","5,602","6,242","6,259","4,532","3,865,056"
LU,622,KILu,Kilburn,Station entry / exit,Gateline,"13,405","14,114","10,090","7,773","12,890","13,360","9,681","7,693","8,055,599"
LU,623,KPKu,Kilburn Park,Station entry / exit,Gateline,"5,440","5,758","4,552","3,191","5,110","5,254","4,155","3,053","3,271,343"
LU,625,KXXu,King's Cross St. Pancras,Station entry / exit,Gateline,"141,614","152,499","111,464","97,846","139,719","157,088","109,380","92,493","87,839,231"
LU,624,KBYu,Kingsbury,Station entry / exit,Gateline,"7,939","8,032","4,855","3,786","7,843","7,935","4,829","3,590","4,637,313"
LU,626,KNBu,Knightsbridge,Station entry / exit,Gateline,"25,199","27,197","28,745","22,883","23,911","25,078","25,131","19,353","16,509,261"
LU,627,LGRu,Ladbroke Grove,Station entry / exit,Gateline,"9,253","10,017","9,788","4,632","8,831","9,014","7,181","3,827","5,597,827"
LU,628,LAMu,Lambeth North,Station entry / exit,Gateline,"6,431","6,577","6,452","4,705","5,857","5,965","5,637","3,993","3,973,246"
LU,629,LANu,Lancaster Gate,Station entry / exit,Gateline,"10,103","10,433","8,180","6,800","9,508","10,175","7,983","6,070","6,140,949"
LU,630,LATu,Latimer Road,Station entry / exit,Gateline,"4,347","4,135","2,201","1,700","4,226","3,866","2,060","1,651","2,439,071"
LU,631,LSQu,Leicester Square,Station entry / exit,Gateline,"47,758","61,658","80,308","42,523","44,240","55,425","69,731","39,167","33,424,173"
LU,632,LEYu,Leyton,Station entry / exit,Gateline,"19,522","20,281","16,121","11,742","16,864","17,692","14,721","11,282","11,393,769"
LU,633,LYSu,Leytonstone,Station entry / exit,Gateline,"16,380","16,912","11,749","8,561","15,929","16,369","11,399","8,409","9,744,447"
LU,634,LSTu,Liverpool Street LU,Station entry / exit,Gateline,"112,279","119,083","67,214","41,057","117,978","121,115","66,564","42,689","66,141,465"
LU,635,LONu,London Bridge LU,Station entry / exit,Gateline,"119,759","127,582","91,656","58,851","114,977","119,954","83,290","55,188","70,676,629"
LU,636,LTNu,Loughton,Station entry / exit,Gateline,"5,692","5,800","3,519","2,144","5,671","5,915","3,657","2,194","3,301,688"
LU,637,MDVu,Maida Vale,Station entry / exit,Gateline,"5,498","5,535","3,982","2,676","4,982","4,805","3,538","2,595","3,150,058"
LU,638,MNRu,Manor House,Station entry / exit,Gateline,"12,905","13,788","10,215","8,171","12,323","12,804","9,440","8,016","7,827,043"
LU,639,MANu,Mansion House,Station entry / exit,Gateline,"13,435","12,222","3,594","2,688","13,532","12,433","3,458","2,499","7,106,682"
LU,640,MARu,Marble Arch,Station entry / exit,Gateline,"20,213","22,014","19,856","16,890","17,982","19,192","16,556","13,407","12,451,407"
LU,641,MYBu,Marylebone LU,Station entry / exit,Gateline,"21,056","20,209","15,419","11,200","22,446","21,725","15,797","10,679","13,075,755"
LU,642,MLEu,Mile End,Station entry / exit,Gateline,"24,878","26,164","16,575","12,830","24,077","25,049","16,594","13,171","14,686,759"
LU,643,MHEu,Mill Hill East,Station entry / exit,Scaled,"2,593","2,597",504,"1,240","2,300","2,195",473,"1,276","1,350,943"
LU,646,MPKu,Moor Park,Station entry / exit,Gateline,"1,725","1,748",719,375,"1,622","1,592",694,381,"913,450"
LU,645,MGTu,Moorgate,Station entry / exit,Gateline,"47,884","41,635","10,813","6,673","46,617","42,739","12,685","7,391","24,646,666"
LU,647,MORu,Morden,Station entry / exit,Gateline,"16,869","17,132","11,206","8,688","15,411","15,975","10,914","8,312","9,689,216"
LU,648,MCRu,Mornington Crescent,Station entry / exit,Gateline,"7,930","7,986","5,667","3,454","6,940","6,804","3,296","2,226","4,300,182"
LU,649,NEAu,Neasden,Station entry / exit,Gateline,"5,979","6,231","4,046","3,120","5,310","5,609","3,818","2,954","3,400,938"
LU,650,NEPu,Newbury Park,Station entry / exit,Gateline,"8,939","8,782","5,479","4,025","6,986","7,157","5,040","3,716","4,729,847"
LU,653,NACu,North Acton,Station entry / exit,Gateline,"10,291","10,486","6,119","4,600","9,932","10,106","5,992","4,464","5,909,108"
LU,654,NELu,North Ealing,Station entry / exit,Gateline,"1,360","1,442","1,069",634,"1,296","1,292",922,624,"798,689"
LU,789,NOGu,North Greenwich,Station entry / exit,Gateline,"37,044","42,614","35,858","27,426","38,495","45,241","38,770","28,297","24,549,011"
LU,656,NHRu,North Harrow,Station entry / exit,Gateline,"3,319","3,312","1,769","1,155","3,164","3,034","1,559","1,095","1,835,839"
LU,659,NWBu,North Wembley,Station entry / exit,Gateline,"2,812","2,819","1,829","1,306","2,571","2,504","1,638","1,210","1,589,646"
LU,655,NFDu,Northfields,Station entry / exit,Gateline,"6,228","6,261","4,073","3,112","6,072","6,042","3,962","3,197","3,664,816"
LU,657,NHTu,Northolt,Station entry / exit,Gateline,"8,236","8,407","5,904","4,006","7,778","7,728","5,279","3,748","4,784,063"
LU,660,NWPu,Northwick Park,Station entry / exit,Gateline,"7,550","7,437","3,352","2,510","7,330","6,983","3,017","2,452","4,142,560"
LU,661,NWDu,Northwood,Station entry / exit,Gateline,"4,663","4,814","2,667","1,628","4,558","4,584","2,433","1,609","2,630,662"
LU,662,NWHu,Northwood Hills,Station entry / exit,Gateline,"3,360","3,399","1,794","1,195","3,172","3,097","1,630","1,141","1,856,472"
LU,663,NHGu,Notting Hill Gate,Station entry / exit,Gateline,"21,243","23,615","20,587","14,463","21,137","23,923","23,377","15,523","13,812,400"
LU,664,OAKu,Oakwood,Station entry / exit,Gateline,"4,243","4,306","3,481","2,935","4,115","4,364","3,619","2,986","2,648,492"
LU,665,OLDu,Old Street,Station entry / exit,Gateline,"44,029","44,803","26,317","17,372","43,508","47,278","30,245","16,791","25,533,008"
LU,667,OSTu,Osterley,Station entry / exit,Gateline,"3,441","3,502","2,255","1,819","3,426","3,442","2,111","1,765","2,043,230"
LU,668,OVLu,Oval,Station entry / exit,Gateline,"11,921","12,648","8,171","5,925","11,690","11,823","7,666","5,615","7,027,340"
LU,669,OXCu,Oxford Circus,Station entry / exit,Gateline,"112,861","128,905","91,654","63,452","127,162","143,801","101,096","67,672","73,639,833"
LU,670,PADu,Paddington TfL,Station entry / exit,Gateline,"79,351","79,918","55,441","43,012","77,176","81,242","53,698","38,127","47,011,593"
LU,671,PRYu,Park Royal,Station entry / exit,Gateline,"3,191","3,170","1,972","1,524","3,277","3,315","1,933","1,486","1,896,819"
LU,672,PGRu,Parsons Green,Station entry / exit,Gateline,"11,214","11,161","6,988","4,379","10,702","10,253","6,408","4,224","6,357,956"
LU,673,PERu,Perivale,Station entry / exit,Gateline,"4,194","4,174","2,761","1,750","4,079","3,956","2,598","1,725","2,425,638"
LU,674,PICu,Piccadilly Circus,Station entry / exit,Gateline,"53,439","67,693","62,019","43,131","53,685","67,536","64,465","39,884","36,004,485"
LU,776,PIMu,Pimlico,Station entry / exit,Gateline,"18,204","17,278","10,504","8,315","16,999","15,839","9,967","7,989","10,282,108"
LU,675,PINu,Pinner,Station entry / exit,Gateline,"6,062","6,212","3,220","1,903","5,877","6,009","3,029","1,832","3,366,921"
LU,676,PLWu,Plaistow,Station entry / exit,Gateline,"10,060","10,257","6,686","4,683","9,596","9,435","6,146","4,550","5,815,124"
LU,677,PRDu,Preston Road,Station entry / exit,Gateline,"5,537","5,670","3,545","2,568","5,328","5,363","3,275","2,514","3,200,118"
LU,678,PUTu,Putney Bridge,Station entry / exit,Gateline,"8,746","8,512","6,047","4,201","9,049","8,699","5,909","4,101","5,278,188"
LU,680,QPKu,Queen's Park,Station entry / exit,Gateline,"9,119","9,270","6,290","4,396","8,239","8,025","5,528","4,278","5,183,914"
LU,679,QBYu,Queensbury,Station entry / exit,Gateline,"7,144","7,098","4,718","3,059","7,072","7,009","4,561","2,944","4,173,051"
LU,681,QWYu,Queensway,Station entry / exit,Gateline,"11,396","12,969","11,299","10,064","11,771","13,256","11,691","9,675","7,661,884"
LU,682,RCPu,Ravenscourt Park,Station entry / exit,Gateline,"5,426","5,612","3,231","2,189","5,229","5,369","3,055","2,147","3,087,532"
LU,683,RAYu,Rayners Lane,Station entry / exit,Gateline,"6,796","6,797","4,292","2,894","6,574","6,540","4,086","2,851","3,912,652"
LU,684,REDu,Redbridge,Station entry / exit,Gateline,"4,751","4,818","3,151","2,468","4,345","4,343","2,824","2,272","2,715,368"
LU,685,RPKu,Regent's Park,Station entry / exit,Gateline,"5,782","5,443","2,977","2,161","6,330","6,103","3,564","2,356","3,460,614"
LU,686,RMDu,Richmond,LU boarding / alighting,Scaled,"11,530","11,358","16,897","7,332","12,086","11,856","16,154","7,068","7,998,532"
LU,687,RKYu,Rickmansworth,Station entry / exit,Gateline,"4,050","4,189","2,097","1,227","3,990","4,072","1,979","1,194","2,256,420"
LU,688,RODu,Roding Valley,Station entry / exit,Gateline,797,857,283,148,937,"1,025",243,161,"459,286"
LU,690,ROYu,Royal Oak,Station entry / exit,Gateline,"4,613","4,459","2,658","1,861","4,332","4,074","2,473","1,832","2,587,512"
LU,691,RUIu,Ruislip,Station entry / exit,Gateline,"3,256","3,241","2,255","1,334","3,304","3,180","2,217","1,316","1,929,049"
LU,692,RUGu,Ruislip Gardens,Station entry / exit,Gateline,"1,914","1,863","1,195",710,"1,663","1,583","1,028",690,"1,039,276"
LU,693,RUMu,Ruislip Manor,Station entry / exit,Gateline,"3,231","3,268","2,065","1,140","3,262","3,179","1,952","1,136","1,872,804"
LU,694,RSQu,Russell Square,Station entry / exit,Gateline,"19,975","19,282","13,298","11,396","19,529","19,636","13,423","10,555","11,896,108"
LU,698,SVSu,Seven Sisters,Station entry / exit,Gateline,"28,655","30,028","24,911","18,998","27,137","28,602","22,828","17,228","17,536,699"
LU,700,SBCu,Shepherd's Bush LU,Station entry / exit,Gateline,"30,849","34,115","30,291","20,475","29,543","32,568","29,224","19,703","19,408,053"
LU,775,SBMu,Shepherd's Bush Market,Station entry / exit,Gateline,"5,724","6,244","4,845","3,000","5,427","5,584","4,350","2,966","3,426,693"
LU,702,SSQu,Sloane Square,Station entry / exit,Gateline,"27,027","26,922","19,272","12,238","26,384","26,236","19,270","11,830","15,929,561"
