Mode,NLC,ASC,Station,Coverage,Source,entries,entries,entries,entries,exits,exits,exits,exits,en/ex
LU,702,SSQu,Sloane Square,Station entry / exit,Gateline,"28,506","28,203","17,678","11,114","28,049","27,453","16,776","10,560","16,585,916"
LU,703,SNBu,Snaresbrook,Station entry / exit,Gateline,"4,024","4,008","2,765","1,784","3,878","3,836","2,698","1,839","2,378,289"
LU,704,SELu,South Ealing,Station entry / exit,Gateline,"5,624","5,898","4,515","2,997","5,765","5,866","4,333","3,105","3,518,542"
LU,707,SHRu,South Harrow,Station entry / exit,Gateline,"3,604","3,703","2,352","1,646","3,646","3,613","2,343","1,700","2,167,602"
LU,708,SKNu,South Kensington,Station entry / exit,Gateline,"50,639","56,172","46,096","35,763","50,513","56,183","51,724","36,420","33,071,847"
LU,709,SKTu,South Kenton,Station entry / exit,Gateline,"2,121","2,159","1,594","1,138","2,568","2,889","1,509","1,236","1,415,443"
LU,710,SRPu,South Ruislip,Station entry / exit,Gateline,"3,304","3,305","2,312","1,443","3,201","3,118","2,218","1,400","1,952,608"
LU,711,SWMu,South Wimbledon,Station entry / exit,Gateline,"8,092","7,865","5,361","3,703","7,261","7,457","5,528","3,744","4,654,244"
LU,712,SWFu,South Woodford,Station entry / exit,Gateline,"8,377","8,300","5,657","3,361","9,252","9,067","6,441","4,100","5,271,035"
LU,705,SFSu,Southfields,Station entry / exit,Gateline,"10,186","10,231","6,594","4,426","9,502","9,254","5,792","4,499","5,860,615"
LU,706,SGTu,Southgate,Station entry / exit,Gateline,"8,715","8,735","6,466","4,563","8,990","9,045","6,586","4,795","5,429,160"
LU,784,SWKu,Southwark,Station entry / exit,Gateline,"25,731","24,724","13,982","9,076","26,209","25,708","13,996","8,798","14,953,717"
LU,695,SJPu,St. James's Park,Station entry / exit,Gateline,"27,072","22,897","7,847","5,777","26,686","22,436","7,594","5,864","14,479,978"
LU,696,SJWu,St. John's Wood,Station entry / exit,Gateline,"12,449","12,624","8,308","6,107","12,777","12,929","8,490","6,474","7,610,612"
LU,697,STPu,St. Paul's,Station entry / exit,Gateline,"26,846","26,837","15,064","9,967","27,905","27,560","14,608","9,775","15,815,893"
LU,713,STBu,Stamford Brook,Station entry / exit,Gateline,"4,712","4,716","2,975","2,107","4,557","4,356","2,690","2,071","2,749,841"
LU,714,STAu,Stanmore,Station entry / exit,Gateline,"6,239","6,424","4,810","3,023","6,310","6,593","4,921","3,235","3,853,243"
LU,715,STGu,Stepney Green,Station entry / exit,Gateline,"10,380","10,751","6,625","4,721","9,688","9,643","6,007","4,675","5,988,691"
LU,716,STKu,Stockwell,Station entry / exit,Gateline,"20,013","20,582","14,649","9,965","15,739","16,558","13,252","9,672","11,075,026"
LU,717,SPKu,Stonebridge Park,Station entry / exit,Gateline,"4,257","4,212","2,470","1,690","4,054","3,879","2,241","1,632","2,426,837"
LU,719,SFDu,Stratford,Station entry / exit,Gateline,"97,218","104,093","102,731","68,489","98,508","106,822","105,936","69,371","64,853,194"
LU,720,SHLu,Sudbury Hill,Station entry / exit,Gateline,"3,201","3,193","2,111","1,396","3,217","3,119","2,015","1,435","1,910,960"
LU,721,STNu,Sudbury Town,Station entry / exit,Gateline,"3,260","3,253","2,019","1,457","2,900","2,785","1,742","1,289","1,825,805"
LU,723,SWCu,Swiss Cottage,Station entry / exit,Gateline,"11,913","12,111","8,486","5,719","11,600","11,739","8,206","5,716","7,130,168"
LU,724,TEMu,Temple,Station entry / exit,Gateline,"15,687","14,586","5,502","3,267","16,465","15,816","5,898","3,226","8,743,279"
LU,725,THBu,Theydon Bois,Station entry / exit,Gateline,"1,495","1,534","1,131",679,"1,449","1,458","1,071",714,"896,336"
LU,726,TBEu,Tooting Bec,Station entry / exit,Gateline,"12,962","13,492","9,821","6,338","12,025","12,124","9,104","6,538","7,670,661"
LU,727,TBYu,Tooting Broadway,Station entry / exit,Gateline,"25,090","26,419","19,659","12,620","25,102","25,811","19,054","12,947","15,427,848"
LU,728,TCRu,Tottenham Court Road,Station entry / exit,Gateline,"67,504","73,451","63,451","36,485","65,219","70,586","58,883","35,530","41,988,765"
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,Gateline,"22,688","23,720","19,662","14,298","21,679","23,240","17,998","12,820","14,026,843"
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,Gateline,"4,432","4,324","2,732","1,681","4,135","4,095","2,624","1,683","2,523,102"
LU,731,THLu,Tower Hill,Station entry / exit,Gateline,"31,941","35,770","27,611","20,580","32,823","38,784","28,832","19,810","20,586,761"
LU,733,TPKu,Tufnell Park,Station entry / exit,Gateline,"6,779","7,440","5,779","3,822","6,155","6,308","4,842","3,670","4,051,401"
LU,734,TGRu,Turnham Green,Station entry / exit,Gateline,"9,625","9,874","6,490","4,207","9,908","10,404","6,640","4,320","5,839,620"
LU,735,TPLu,Turnpike Lane,Station entry / exit,Gateline,"16,701","17,472","14,408","10,255","16,844","17,505","13,857","10,425","10,603,832"
LU,736,UPMu,Upminster,Station entry / exit,Gateline,"8,124","7,726","4,822","2,584","8,360","7,965","4,853","2,665","4,764,016"
LU,737,UPBu,Upminster Bridge,Station entry / exit,Gateline,"2,104","1,925",691,313,"2,022","1,843",671,334,"1,107,953"
LU,738,UPYu,Upney,Station entry / exit,Gateline,"4,604","4,606","2,656","1,556","4,214","4,093","2,341","1,399","2,546,936"
LU,739,UPKu,Upton Park,Station entry / exit,Gateline,"16,282","16,346","11,452","7,986","15,725","15,549","11,014","7,882","9,708,180"
LU,740,UXBu,Uxbridge,Station entry / exit,Gateline,"13,854","13,948","8,104","5,128","13,576","13,239","7,535","5,389","7,992,197"
LU,777,VUXu,Vauxhall LU,Station entry / exit,Gateline,"53,083","56,439","40,453","29,289","51,827","52,444","36,618","29,156","32,303,635"
LU,741,VICu,Victoria LU,Station entry / exit,Gateline,"132,807","141,521","114,020","78,923","139,851","144,524","108,173","81,996","85,468,928"
LU,742,WALu,Walthamstow Central,Station entry / exit,Gateline,"30,973","31,492","23,991","16,243","30,115","30,461","23,786","17,102","18,918,347"
LU,743,WANu,Wanstead,Station entry / exit,Gateline,"4,497","4,502","3,401","2,169","4,605","4,548","3,318","2,235","2,771,619"
LU,745,WSTu,Warren Street,Station entry / exit,Gateline,"31,026","30,838","15,629","9,735","33,494","32,575","15,309","9,546","18,245,765"
LU,746,WARu,Warwick Avenue,Station entry / exit,Gateline,"6,683","7,008","4,935","3,461","6,275","6,358","4,806","3,733","3,999,622"
LU,747,WLOu,Waterloo LU,Station entry / exit,Scaled,"149,888","146,239","95,403","52,422","130,330","129,729","90,064","55,633","82,934,325"
LU,748,WATu,Watford,Station entry / exit,Gateline,"3,541","3,365","1,716",957,"3,263","3,216","1,674",959,"1,924,615"
LU,751,WEMu,Wembley Central,Station entry / exit,Gateline,"8,818","9,374","7,345","4,871","9,352","9,774","7,451","4,946","5,650,760"
LU,752,WPKu,Wembley Park,Station entry / exit,Gateline,"24,558","26,466","21,098","14,809","24,309","26,223","20,867","14,050","15,423,884"
LU,753,WACu,West Acton,Station entry / exit,Gateline,"2,891","2,885","2,025","1,257","2,775","2,749","2,025","1,309","1,710,258"
LU,755,WBTu,West Brompton,Station entry / exit,Gateline,"8,591","8,980","5,733","3,896","8,926","9,033","5,314","3,734","5,200,463"
LU,756,WFYu,West Finchley,Station entry / exit,Gateline,"2,856","2,779","1,748","1,120","2,718","2,595","1,581","1,137","1,637,337"
LU,757,WHMu,West Ham,Station entry / exit,Gateline,"7,079","7,115","5,593","3,970","7,530","7,870","6,031","4,346","4,550,687"
LU,758,WHDu,West Hampstead LU,Station entry / exit,Gateline,"17,865","18,081","13,276","9,002","16,386","16,670","12,018","8,769","10,488,823"
LU,759,WHRu,West Harrow,Station entry / exit,Gateline,"2,142","2,421","1,485","1,005","2,110","2,224","1,337","1,100","1,281,592"
LU,760,WKNu,West Kensington,Station entry / exit,Gateline,"8,114","8,347","6,162","4,324","7,761","7,523","5,512","4,176","4,871,929"
LU,762,WRPu,West Ruislip,Station entry / exit,Gateline,"2,723","2,586","2,198","1,155","2,375","2,234","1,867","1,120","1,557,760"
LU,754,WBPu,Westbourne Park,Station entry / exit,Gateline,"7,249","7,422","4,655","3,016","6,656","6,707","4,216","3,035","4,132,837"
LU,761,WMSu,Westminster,Station entry / exit,Gateline,"35,054","36,535","29,733","22,465","36,406","37,652","30,024","21,458","22,560,365"
LU,764,WCTu,White City,Station entry / exit,Gateline,"16,935","16,200","9,339","6,218","15,833","15,515","9,547","6,394","9,559,843"
LU,763,WCLu,Whitechapel,Station entry / exit,Gateline,"22,293","21,317","12,328","8,576","22,572","21,657","13,132","9,101","13,089,592"
LU,765,WLGu,Willesden Green,Station entry / exit,Gateline,"13,067","13,597","10,354","7,770","12,388","12,968","9,699","7,673","7,966,014"
LU,766,WJNu,Willesden Junction,Station entry / exit,Gateline,"8,773","8,833","5,819","3,821","8,384","8,277","5,527","3,867","5,129,843"
LU,767,WIMu,Wimbledon,LU boarding / alighting,Scaled,"18,140","17,648","14,677","10,194","22,385","21,589","16,510","11,996","12,528,740"
LU,768,WMPu,Wimbledon Park,Station entry / exit,Gateline,"3,625","3,662","2,455","1,589","3,539","3,467","2,351","1,712","2,149,788"
LU,770,WGNu,Wood Green,Station entry / exit,Gateline,"19,197","20,737","17,788","12,046","18,571","20,237","17,397","11,865","12,133,990"
LU,599,WDLu,Wood Lane,Station entry / exit,Gateline,"7,073","7,258","6,508","3,480","8,087","8,180","7,127","3,928","4,739,497"
LU,769,WFDu,Woodford,Station entry / exit,Gateline,"9,764","9,650","7,234","4,421","9,568","9,566","6,952","4,518","5,862,279"
LU,771,WSPu,Woodside Park,Station entry / exit,Gateline,"6,509","6,520","4,167","2,782","8,157","7,906","4,714","3,886","4,349,739"
LO,1404,ACCr,Acton Central,Station entry / exit,Gateline,"3,091","3,119","2,199","1,260","3,006","2,879","1,938","1,239"," 	1,790,280 "
LO,5397,ANYr,Anerley,Station entry / exit,Scaled,"2,177","1,966","1,157","1,168","2,127","1,848","1,037","1,338"," 	1,264,544 "
LO,514,BKGu,Barking,LO boarding / alighting,Manual Count,"5,639","6,519","4,381","3,330","5,915","6,051","3,767","3,089"," 	3,488,686 "
LO,5420,BAKr,Battersea Park,LO boarding / alighting,Loadweigh,28,32,0,7,21,25,0,0," 	12,154 "
LO,6961,BETr,Bethnal Green LO,Station entry / exit,Gateline,"2,181","2,084","1,562","1,088","2,329","2,220","1,669","1,180"," 	1,352,754 "
LO,522,BHRu,Blackhorse Road,LO boarding / alighting,Scaled,"3,999","3,933","3,247","2,070","4,586","4,587","3,829","2,324"," 	2,623,375 "
LO,5404,BCYr,Brockley,Station entry / exit,Gateline,"7,294","7,679","5,991","4,095","6,715","6,459","4,744","3,874"," 	4,280,207 "
LO,1437,BSYr,Brondesbury,Station entry / exit,Gateline,"5,114","5,078","3,878","2,335","4,803","4,620","3,464","2,279"," 	2,968,014 "
LO,1438,BSPr,Brondesbury Park,Station entry / exit,Scaled,"2,703","2,761","1,172",769,"2,787","2,860","1,169",913," 	1,517,887 "
LO,6958,BCVr,Bruce Grove,Station entry / exit,Scaled,"3,129","3,006","1,932","1,136","3,054","3,047","1,802","1,174"," 	1,782,467 "
LO,6913,BHKr,Bush Hill Park,Station entry / exit,Scaled,"2,618","2,262","1,719",907,"2,290","2,005","1,377",829," 	1,416,560 "
LO,1395,BSHr,Bushey,LO boarding / alighting,Manual Count,778,970,"1,072",492,"1,488","1,010","1,100",494," 	698,731 "
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry / exit,Scaled,"2,911","2,916","1,657",729,"3,544","3,366","1,865",843," 	1,802,241 "
LO,6962,CBHr,Cambridge Heath,Station entry / exit,Scaled,"1,774","1,768","1,252",887,"1,942","1,827","1,356","1,047"," 	1,115,133 "
LO,1440,CMDr,Camden Road,Station entry / exit,Gateline,"8,326","8,118","5,969","3,810","8,598","8,776","6,516","4,051"," 	5,062,324 "
LO,788,CWRu,Canada Water,LO boarding / alighting,Scaled,"39,126","38,837","30,528","17,207","37,550","37,817","34,073","19,092"," 	23,355,968 "
LO,1441,CNNr,Canonbury,Station entry / exit,Gateline,"5,259","5,524","4,474","2,918","4,723","4,759","4,084","2,995"," 	3,104,982 "
LO,1442,CPKr,Carpenders Park,Station entry / exit,Gateline,"2,053","2,047","1,354",746,"2,065","1,982","1,248",772," 	1,191,720 "
LO,6814,CHNr,Cheshunt,LO boarding / alighting,Scaled,678,678,530,394,800,782,714,499," 	459,470 "
LO,6914,CHIr,Chingford,Station entry / exit,Gateline,"3,945","3,767","2,294","1,408","3,800","3,591","2,120","1,390"," 	2,215,460 "
LO,5301,CLPr,Clapham High Street,Station entry / exit,Scaled,"3,384","2,997","3,349","1,960","3,666","3,340","3,834","2,471"," 	2,260,168 "
LO,5595,CLJr,Clapham Junction,LO boarding / alighting,Loadweigh,"25,721","25,637","21,898","12,641","22,707","22,692","19,293","10,363"," 	14,773,995 "
LO,6926,CPTr,Clapton,Station entry / exit,Scaled,"3,323","3,220","2,223","1,667","3,077","3,004","1,978","1,546"," 	1,900,867 "
LO,7406,CRHr,Crouch Hill,Station entry / exit,Scaled,"1,567","1,617","1,170",695,"1,578","1,622","1,162",797," 	942,814 "
LO,5356,CYPr,Crystal Palace,LO boarding / alighting,Loadweigh,"3,610","3,444","1,693","1,377","3,409","3,201","1,695","1,610"," 	2,000,025 "
LO,1443,DLJr,Dalston Junction,Station entry / exit,Gateline,"9,956","11,213","9,591","5,904","9,604","10,906","9,505","6,059"," 	6,214,642 "
LO,1429,DLKr,Dalston Kingsland,Station entry / exit,Gateline,"10,336","11,176","10,218","5,527","9,923","10,818","10,167","5,807"," 	6,415,030 "
LO,5421,DMKr,Denmark Hill,LO boarding / alighting,Scaled,"13,583","13,848","6,737","5,972","14,346","14,472","7,013","6,309"," 	7,990,260 "
LO,6941,EDRr,Edmonton Green,LO boarding / alighting,Manual Count,"6,748","6,631","5,085","3,308","6,854","6,911","4,539","3,216"," 	4,058,791 "
LO,7473,EMPr,Emerson Park,Station entry / exit,Scaled,689,587,353,214,462,431,233,133," 	322,550 "
LO,6959,ENFr,Enfield Town,Station entry / exit,Gateline,"4,488","4,382","3,063","1,631","3,943","3,795","2,622","1,568"," 	2,461,521 "
LO,1444,EUSr,Euston NR,LO boarding / alighting,Manual Count,"6,669","6,325","6,195","4,871","6,317","6,242","5,702","3,837"," 	4,125,202 "
LO,1445,FNYr,Finchley Road & Frognal,Station entry / exit,Scaled,"3,985","4,131","2,193","1,473","4,292","4,393","2,440","1,542"," 	2,364,775 "
LO,5362,FOHr,Forest Hill,LO boarding / alighting,Scaled,"5,358","5,345","4,217","3,259","5,613","5,576","4,145","3,337"," 	3,366,957 "
LO,1409,GPOr,Gospel Oak,Station entry / exit,Gateline,"4,794","4,607","2,792","2,045","4,511","4,174","2,473","1,967"," 	2,691,232 "
LO,591,GUNu,Gunnersbury,LO boarding / alighting,Scaled,"3,703","3,653","2,116","1,909","4,454","4,377","2,018","1,081"," 	2,310,566 "
LO,6977,HKCr,Hackney Central,Station entry / exit,Gateline,"13,004","13,873","11,314","6,613","10,740","11,586","9,862","6,002"," 	7,355,336 "
LO,6867,HACr,Hackney Downs,LO boarding / alighting,Scaled,"5,791","5,656","3,924","2,236","6,083","6,048","4,148","2,488"," 	3,480,439 "
LO,6978,HKWr,Hackney Wick,Station entry / exit,Manual Count,"4,722","4,890","4,140","2,251","4,507","4,969","4,435","2,444"," 	2,865,480 "
LO,1022,HGGr,Haggerston,Station entry / exit,Gateline,"5,809","6,124","4,335","2,944","5,568","5,751","4,404","3,098"," 	3,456,324 "
LO,1413,HDHr,Hampstead Heath,Station entry / exit,Gateline,"6,045","5,823","3,605","2,869","5,752","5,559","3,555","2,853"," 	3,466,018 "
LO,596,HARu,Harlesden,LO boarding / alighting,Scaled,"2,382","2,277","1,561",807,"2,175","2,076","1,206","1,203"," 	1,329,267 "
LO,7401,HRYr,Harringay Green Lanes,Station entry / exit,Scaled,"2,000","1,865","1,731","1,433","2,258","2,160","1,738","1,649"," 	1,342,722 "
LO,597,HAWu,Harrow & Wealdstone,LO boarding / alighting,Scaled,"5,000","5,056","3,967","3,378","6,243","6,452","4,465","4,505"," 	3,497,994 "
LO,1398,HTEr,Hatch End,Station entry / exit,Gateline,"1,266","1,298",839,492,"1,213","1,224",812,520," 	726,221 "
LO,1434,HDLr,Headstone Lane,Station entry / exit,Scaled,"1,103","1,082",688,376,"1,181","1,063",673,381," 	652,914 "
LO,6919,HIPr,Highams Park,Station entry / exit,Gateline,"5,548","5,285","2,901","1,708","4,697","4,494","2,589","1,725"," 	2,900,832 "
LO,603,HBYu,Highbury & Islington,LO boarding / alighting,Scaled,"38,362","33,806","29,965","21,968","39,337","28,784","29,728","19,454"," 	23,613,024 "
LO,6979,HMNr,Homerton,Station entry / exit,Gateline,"8,976","9,469","6,620","4,260","7,975","7,885","5,848","4,390"," 	5,106,067 "
LO,5418,HPAr,Honor Oak Park,Station entry / exit,Gateline,"5,507","5,407","3,946","2,461","5,281","4,819","3,473","2,423"," 	3,194,783 "
LO,1023,HOXr,Hoxton,Station entry / exit,Gateline,"5,376","5,506","3,790","3,115","5,434","5,695","4,118","3,737"," 	3,318,585 "
LO,9586,IMWr,Imperial Wharf,Station entry / exit,Gateline,"5,627","5,593","3,057","1,743","5,063","4,947","2,828","1,597"," 	3,022,704 "
LO,617,KGNu,Kensal Green,LO boarding / alighting,Scaled,"1,262","1,241",926,704,"1,561","1,550","1,225","1,046"," 	868,880 "
LO,1448,KNRr,Kensal Rise,Station entry / exit,Scaled,"4,851","4,539","4,211","1,825","5,094","4,919","4,380","1,811"," 	2,987,835 "
LO,618,OLYu,Kensington (Olympia),LO boarding / alighting,Scaled,"5,891","6,073","2,860","2,441","7,141","7,496","3,271","2,883"," 	3,695,006 "
LO,1449,KTWr,Kentish Town West,Station entry / exit,Scaled,"3,664","3,710","2,569","1,570","3,637","3,682","2,565","1,611"," 	2,161,589 "
LO,620,KETu,Kenton,LO boarding / alighting,Scaled,"1,330","1,287",631,641,"1,757","1,682",583,546," 	860,199 "
LO,621,KEWu,Kew Gardens,LO boarding / alighting,Scaled,"2,494","2,807","1,876","1,442","2,230","2,616","1,760","1,119"," 	1,438,021 "
LO,1415,KBNr,Kilburn High Road,Station entry / exit,Gateline,"1,374","1,379","1,034",743,"1,727","1,599","1,191",822," 	930,564 "
LO,7402,LEMr,Leyton Midland Road,Station entry / exit,Gateline,"2,462","2,453","1,820","1,082","2,389","2,295","1,608","1,129"," 	1,441,735 "
LO,7403,LERr,Leytonstone High Road,Station entry / exit,Gateline,"1,745","1,756","1,245",806,"1,679","1,652","1,144",809," 	1,018,773 "
LO,6965,LSTr,Liverpool Street NR,LO boarding / alighting,Manual Count,"23,282","21,771","9,601","6,949","25,292","23,857","10,665","6,733"," 	13,350,442 "
LO,6966,LOFr,London Fields,Station entry / exit,Scaled,"3,190","3,075","2,170","1,517","3,652","3,406","2,530","2,089"," 	2,050,471 "
LO,5150,NWXr,New Cross,LO boarding / alighting,Loadweigh,"4,441","4,384","2,910","2,039","4,543","4,299","2,909","2,279"," 	2,655,302 "
LO,5345,NXGr,New Cross Gate,LO boarding / alighting,Scaled,"8,221","8,286","7,848","4,681","9,898","10,001","8,246","4,869"," 	5,606,001 "
LO,659,NWBu,North Wembley,LO boarding / alighting,Scaled,982,974,584,447,898,921,531,439," 	549,850 "
LO,5376,NWDr,Norwood Junction,LO boarding / alighting,Scaled,"2,779","2,755","1,792","1,469","2,471","2,485","1,628","1,375"," 	1,568,093 "
LO,5423,PMRr,Peckham Rye,LO boarding / alighting,Scaled,"5,819","5,711","5,260","4,048","7,389","7,404","6,333","5,406"," 	4,200,052 "
LO,5378,PNWr,Penge West,Station entry / exit,Scaled,"1,440","1,410","1,336",865,"1,228","1,164","1,068",857," 	842,354 "
LO,680,QPKu,Queen's Park,LO boarding / alighting,Scaled,"3,601","3,567","2,552","2,136","3,553","3,564","2,198","2,290"," 	2,167,666 "
LO,5424,QRPr,Queens Road Peckham,Station entry / exit,Scaled,"3,385","2,688","2,822","2,041","3,424","2,691","2,772","2,284"," 	2,120,306 "
LO,6967,RECr,Rectory Road,Station entry / exit,Scaled,"1,979","1,311","1,357",895,"1,946","1,175","1,219",978," 	1,161,046 "
LO,686,RMDu,Richmond,LO boarding / alighting,Loadweigh,"5,785","5,384","4,278","2,802","5,658","5,436","4,447","2,868"," 	3,453,624 "
LO,6886,RMFr,Romford,LO boarding / alighting,Scaled,"1,069","1,052",448,288,"1,263","1,244",574,268," 	638,445 "
LO,1039,ROEr,Rotherhithe,Station entry / exit,Gateline,"3,145","3,297","2,374","1,659","2,696","2,780","2,157","1,638"," 	1,786,036 "
LO,698,SVSu,Seven Sisters,LO boarding / alighting,Manual Count,"13,744","12,733","9,647","6,510","17,436","17,057","11,502","12,318"," 	9,446,801 "
LO,1082,SDEr,Shadwell LO,Station entry / exit,Gateline,"9,027","9,317","7,892","5,209","8,927","9,037","7,563","4,890"," 	5,561,873 "
LO,9587,SPBr,Shepherd's Bush NR,Station entry / exit,Gateline,"13,177","13,363","12,145","6,676","13,646","13,973","12,519","6,898"," 	8,312,280 "
LO,1024,SDCr,Shoreditch High Street,Station entry / exit,Gateline,"14,471","15,871","12,647","9,481","15,692","17,827","14,617","9,584"," 	9,507,906 "
LO,6972,SLVr,Silver Street,Station entry / exit,Scaled,"4,831","4,451","2,936","1,921","5,165","4,912","3,070","2,142"," 	2,896,057 "
LO,1452,SATr,South Acton,Station entry / exit,Scaled,"2,171","2,147","1,745","1,244","2,634","2,494","1,720","1,480"," 	1,457,168 "
LO,1451,SOHr,South Hampstead,Station entry / exit,Scaled,975,958,586,594,948,907,587,582," 	577,003 "
LO,709,SKTu,South Kenton,LO boarding / alighting,Scaled,671,679,474,782,"1,106","1,075",679,808," 	560,798 "
LO,7404,STOr,South Tottenham,Station entry / exit,Gateline,"2,121","2,133","1,565","1,081","2,073","2,036","1,638","1,060"," 	1,269,078 "
LO,6947,SBUr,Southbury,Station entry / exit,Gateline,"1,881","1,833","1,222",839,"2,145","2,096","1,259",921," 	1,175,370 "
LO,6973,SJSr,St James Street,Station entry / exit,Gateline,"2,299","2,288","1,552","1,036","2,255","2,174","1,312",930," 	1,331,099 "
LO,6968,SMHr,Stamford Hill,Station entry / exit,Scaled,"1,810","1,747","1,050",866,"1,720","1,719",945,811," 	1,028,322 "
LO,6934,SKWr,Stoke Newington,Station entry / exit,Scaled,"2,778","2,692","1,868","1,458","2,515","2,448","2,000","1,540"," 	1,607,495 "
LO,717,SPKu,Stonebridge Park,LO boarding / alighting,Scaled,"1,395","1,339",507,367,"1,385","1,317",485,345," 	752,553 "
LO,719,SFDu,Stratford,LO boarding / alighting,Loadweigh,"26,995","27,278","21,224","13,077","25,856","26,050","20,146","12,174"," 	15,957,564 "
LO,1083,SQEr,Surrey Quays,Station entry / exit,Gateline,"8,173","8,575","7,445","4,849","7,366","7,592","6,549","4,520"," 	4,873,849 "
LO,5437,SYDr,Sydenham,LO boarding / alighting,Scaled,"4,397","4,261","3,637","2,302","5,471","5,483","3,493","2,660"," 	2,962,757 "
LO,6949,TEOr,Theobalds Grove,Station entry / exit,Scaled,"1,419","1,406",661,394,"1,350","1,369",664,407," 	770,253 "
LO,6952,TURr,Turkey Street,Station entry / exit,Scaled,"2,251","2,205","1,049",701,"2,323","2,294",984,724," 	1,269,753 "
LO,736,UPMu,Upminster,LO boarding / alighting,Scaled,"1,069","1,042",597,213,"1,080","1,054",559,254," 	596,487 "
LO,1524,UHLr,Upper Holloway,Station entry / exit,Scaled,"2,278","2,312","1,626","1,044","2,358","2,298","1,800","1,156"," 	1,389,262 "
LO,742,WALu,Walthamstow Central,LO boarding / alighting,Manual Count,"8,159","8,249","6,296","4,266","10,410","10,615","8,230","5,924"," 	5,669,759 "
LO,7407,WMWr,Walthamstow Queen's Road,Station entry / exit,Scaled,"3,925","3,917","2,074","1,540","4,267","4,117","2,201","1,786"," 	2,342,011 "
LO,5372,WWRr,Wandsworth Road,Station entry / exit,Scaled,"1,415",861,875,604,"1,443",939,"1,027",874," 	852,193 "
LO,7408,WNPr,Wanstead Park,Station entry / exit,Gateline,"2,031","1,997","1,640",913,"1,936","1,888","1,484",913," 	1,195,337 "
LO,1085,WPEr,Wapping,Station entry / exit,Gateline,"4,077","4,384","4,015","2,462","3,900","4,139","4,074","2,414"," 	2,548,862 "
LO,1455,WFHr,Watford High Street,Station entry / exit,Gateline,"2,239","2,289","2,351","1,275","2,137","2,213","2,383","1,234"," 	1,404,551 "
LO,1402,WFJr,Watford Junction,LO boarding / alighting,Loadweigh,"2,347","2,465","2,459","1,671","2,806","2,963","3,029","1,933"," 	1,681,091 "
LO,751,WEMu,Wembley Central,LO boarding / alighting,Scaled,"2,790","2,434","3,054","1,907","2,998","2,649","2,611","1,557"," 	1,836,001 "
LO,755,WBTu,West Brompton,LO boarding / alighting,Scaled,"6,110","5,745","4,077","3,095","7,156","6,753","4,552","3,281"," 	3,922,643 "
LO,5411,WCYr,West Croydon NR,LO boarding / alighting,Loadweigh,"6,582","6,242","4,105","2,411","5,713","5,523","3,897","2,646"," 	3,594,643 "
LO,1421,WHDr,West Hampstead LO,Station entry / exit,Gateline,"8,772","8,650","5,965","3,494","8,487","8,344","5,660","3,438"," 	5,056,826 "
LO,6956,WHLr,White Hart Lane,Station entry / exit,Gateline,"3,388","3,352","2,066","1,327","3,127","2,925","1,841","1,289"," 	1,885,627 "
LO,763,WCLu,Whitechapel,LO boarding / alighting,Scaled,"22,179","20,087","15,897","14,549","23,094","20,745","17,711","15,916"," 	14,007,311 "
LO,766,WJNu,Willesden Junction,LO boarding / alighting,Scaled,"17,745","16,154","10,290","4,639","19,434","17,388","11,711","5,954"," 	10,537,338 "
LO,6954,WSTr,Wood Street,Station entry / exit,Manual Count,"3,270","3,104","2,063","1,499","3,058","2,789","1,831","1,581"," 	1,862,285 "
LO,7467,WGRr,Woodgrange Park,Station entry / exit,Gateline,"1,542","1,532","1,141",758,"1,447","1,418","1,042",736," 	898,106 "
DLR,750,ABRd,Abbey Road,Station entry / exit,APC,"1,945","2,013","1,486","1,122","1,913","1,929","1,462","1,134"," 	1,219,247 "
DLR,850,ALSd,All Saints,Station entry / exit,APC,"3,345","3,480","2,570","1,899","3,364","3,408","2,529","1,926"," 	2,113,995 "
DLR,513,BNKu,Bank and Monument,DLR boarding / alighting,APC,"52,769","50,468","30,210","23,763","48,577","48,489","29,522","22,447"," 	30,497,195 "
DLR,895,BECd,Beckton,Station entry / exit,APC,"3,717","3,786","2,606","1,915","3,943","3,867","2,744","1,929"," 	2,364,126 "
DLR,891,BEPd,Beckton Park,Station entry / exit,APC,808,827,549,429,839,833,555,452," 	508,725 "
DLR,882,BLAd,Blackwall,Station entry / exit,APC,"3,299","3,333","2,146","1,503","3,200","3,103","2,011","1,489"," 	1,973,374 "
DLR,851,BOCd,Bow Church,Station entry / exit,APC,"6,396","6,431","5,457","4,030","4,479","4,575","4,266","3,230"," 	3,552,013 "
DLR,842,CAWd,Canary Wharf DLR,Station entry / exit,Scaled,"31,366","27,573","12,421","11,706","30,948","28,938","17,800","14,531"," 	18,319,463 "
DLR,884,CNTu,Canning Town,DLR boarding / alighting,Scaled,"22,230","22,109","16,279","12,324","20,822","20,695","15,982","12,723"," 	13,567,716 "
DLR,854,CROd,Crossharbour,Station entry / exit,APC,"6,734","6,983","5,032","3,712","6,884","6,977","4,996","3,724"," 	4,258,652 "
DLR,887,CUHd,Custom House,Station entry / exit,APC,"3,402","3,117","3,005","2,110","3,490","3,224","2,740","1,994"," 	2,205,585 "
