Mode,NLC,ASC,Station,Coverage,Source,Entries,Entries,Entries,Entries,Exits,Exits,Exits,Exits,en/ex
LU,784,SWKu,Southwark,Station entry / exit,Gateline,"3,786","3,579","1,942","1,216","3,836","3,620","1,814","1,244","3,568,419"
LU,695,SJPu,St. James's Park,Station entry / exit,Gateline,"3,326","3,034","1,120",640,"3,270","2,959","1,170",698,"2,919,119"
LU,696,SJWu,St. John's Wood,Station entry / exit,Gateline,"4,250","4,306","2,154","1,392","4,404","4,427","2,228","1,453","4,113,555"
LU,697,STPu,St. Paul's,Station entry / exit,Gateline,"4,087","3,961","2,066","1,079","4,248","4,040","1,912","1,137","3,861,774"
LU,713,STBu,Stamford Brook,Station entry / exit,Gateline,"1,377","1,438",712,536,"1,355","1,389",671,511,"1,317,072"
LU,714,STAu,Stanmore,Station entry / exit,Gateline,"2,152","2,087","1,032",738,"2,144","2,108","1,010",705,"2,021,467"
LU,715,STGu,Stepney Green,Station entry / exit,Gateline,"2,586","2,566","1,630",898,"2,430","2,385","1,807",893,"2,463,108"
LU,716,STKu,Stockwell,Station entry / exit,Gateline,"5,476","5,724","4,103","2,893","4,915","5,052","3,710","2,758","5,370,518"
LU,717,SPKu,Stonebridge Park,Station entry / exit,Gateline,"2,182","2,150","1,138",592,"2,046","1,986","1,032",581,"1,982,465"
LU,719,SFDu,Stratford,Station entry / exit,Gateline,"22,842","23,771","20,444","16,172","23,660","24,475","20,208","15,610","25,071,500"
LU,720,SHLu,Sudbury Hill,Station entry / exit,Gateline,"1,547","1,558",813,524,"1,504","1,482",776,491,"1,451,606"
LU,721,STNu,Sudbury Town,Station entry / exit,Gateline,"1,433","1,422",762,456,"1,254","1,205",685,439,"1,278,124"
LU,723,SWCu,Swiss Cottage,Station entry / exit,Gateline,"3,067","3,099","1,516",996,"3,013","3,027","1,519","1,069","2,891,037"
LU,724,TEMu,Temple,Station entry / exit,Gateline,"1,584","1,493",320,255,"1,520","1,413",264,189,"1,323,354"
LU,725,THBu,Theydon Bois,Station entry / exit,Gateline,487,470,395,254,464,449,417,260,"493,721"
LU,726,TBEu,Tooting Bec,Station entry / exit,Gateline,"3,552","3,625","2,431","1,763","3,393","3,382","2,366","1,698","3,509,976"
LU,727,TBYu,Tooting Broadway,Station entry / exit,Gateline,"8,221","8,400","5,232","3,446","8,186","8,251","5,134","3,364","8,102,118"
LU,728,TCRu,Tottenham Court Road,Station entry / exit,Gateline,"6,586","6,251","3,347","2,170","6,340","6,020","3,015","1,871","6,045,302"
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,Gateline,"7,557","7,536","4,440","3,301","7,252","7,346","4,240","3,102","7,264,852"
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,Gateline,"1,100","1,126",561,367,"1,059","1,079",549,356,"1,030,907"
LU,731,THLu,Tower Hill,Station entry / exit,Gateline,"4,193","4,167","2,197","1,789","4,147","4,131","2,502","2,387","4,116,750"
LU,733,TPKu,Tufnell Park,Station entry / exit,Gateline,"1,406","1,414",869,650,"1,337","1,340",780,671,"1,360,667"
LU,734,TGRu,Turnham Green,Station entry / exit,Gateline,"2,656","2,664","1,303",971,"2,732","2,736","1,282","1,007","2,563,212"
LU,735,TPLu,Turnpike Lane,Station entry / exit,Gateline,"5,521","5,617","3,966","2,817","5,588","5,688","3,865","2,724","5,636,483"
LU,736,UPMu,Upminster,Station entry / exit,Gateline,"2,610","2,546","1,091",901,"2,602","2,564","1,131",950,"2,440,980"
LU,737,UPBu,Upminster Bridge,Station entry / exit,Gateline,925,836,151,100,948,876,180,94,"786,733"
LU,738,UPYu,Upney,Station entry / exit,Gateline,"2,113","2,043","1,000",581,"1,928","1,865",851,488,"1,867,666"
LU,739,UPKu,Upton Park,Station entry / exit,Gateline,"7,171","6,913","4,037","2,519","6,813","6,562","3,871","2,250","6,677,841"
LU,740,UXBu,Uxbridge,Station entry / exit,Gateline,"4,352","4,348","2,128","1,376","4,209","4,167","2,000","1,354","4,034,024"
LU,777,VUXu,Vauxhall LU,Station entry / exit,Gateline,"16,448","16,649","8,932","5,463","15,863","15,737","8,553","5,489","15,463,373"
LU,741,VICu,Victoria LU,Station entry / exit,Gateline,"23,233","23,272","12,678","9,259","24,376","24,231","12,924","9,253","22,954,962"
LU,742,WALu,Walthamstow Central,Station entry / exit,Gateline,"10,583","10,727","6,731","4,405","10,535","10,685","6,779","4,388","10,443,276"
LU,743,WANu,Wanstead,Station entry / exit,Gateline,"1,145","1,122",732,536,"1,161","1,128",691,526,"1,137,200"
LU,745,WSTu,Warren Street,Station entry / exit,Gateline,"8,339","8,147","3,566","2,517","8,413","8,195","3,445","2,453","7,744,299"
LU,746,WARu,Warwick Avenue,Station entry / exit,Gateline,"1,702","1,725","1,049",715,"1,685","1,710","1,135",770,"1,682,785"
LU,747,WLOu,Waterloo LU,Station entry / exit,Gateline,"16,827","16,918","10,679","7,121","16,912","17,007","10,207","7,165","16,621,546"
LU,748,WATu,Watford,Station entry / exit,Gateline,"1,619","1,523",487,340,"1,546","1,483",500,317,"1,403,495"
LU,751,WEMu,Wembley Central,Station entry / exit,Gateline,"3,740","3,695","2,422","1,488","3,960","3,924","2,499","1,499","3,772,644"
LU,752,WPKu,Wembley Park,Station entry / exit,Gateline,"8,660","8,690","4,992","3,646","8,304","8,344","4,818","3,456","8,289,529"
LU,753,WACu,West Acton,Station entry / exit,Gateline,913,892,446,296,864,825,420,296,"835,889"
LU,755,WBTu,West Brompton,Station entry / exit,Gateline,"3,369","2,190","2,682","1,382","1,831",773,"1,248",374,"2,391,605"
LU,756,WFYu,West Finchley,Station entry / exit,Gateline,756,698,332,250,727,663,316,245,"685,418"
LU,757,WHMu,West Ham,Station entry / exit,Gateline,"3,218","3,292","2,052","1,656","3,292","3,334","2,044","1,800","3,278,813"
LU,758,WHDu,West Hampstead LU,Station entry / exit,Gateline,"5,120","5,101","3,050","2,271","4,925","4,886","3,060","2,278","4,955,039"
LU,759,WHRu,West Harrow,Station entry / exit,Scaled,709,832,449,246,682,749,379,257,"690,469"
LU,760,WKNu,West Kensington,Station entry / exit,Gateline,"2,185","2,243","1,302",983,"2,068","2,033","1,250",913,"2,096,566"
LU,762,WRPu,West Ruislip,Station entry / exit,Gateline,792,747,353,230,705,698,334,199,"694,477"
LU,754,WBPu,Westbourne Park,Station entry / exit,Gateline,"2,411","2,439","1,333",905,"2,251","2,272","1,207",884,"2,253,686"
LU,761,WMSu,Westminster,Station entry / exit,Gateline,"6,888","6,064","3,787","3,064","6,813","5,942","3,204","2,628","6,463,756"
LU,764,WCTu,White City,Station entry / exit,Gateline,"4,409","4,227","2,121","1,409","4,126","4,019","1,945","1,413","4,005,703"
LU,763,WCLu,Whitechapel,Station entry / exit,Gateline,"8,358","8,033","3,158","2,002","8,361","8,008","3,377","2,426","7,621,990"
LU,765,WLGu,Willesden Green,Station entry / exit,Gateline,"4,287","4,345","2,806","2,131","4,248","4,308","2,768","2,123","4,290,015"
LU,766,WJNu,Willesden Junction,Station entry / exit,Gateline,"4,191","4,227","2,445","1,427","4,075","4,117","2,344","1,450","3,994,257"
LU,767,WIMu,Wimbledon,LU boarding / alighting,Manual Count,"7,505","7,373","3,958","2,489","7,277","7,195","3,907","2,504","7,040,552"
LU,768,WMPu,Wimbledon Park,Station entry / exit,Gateline,"1,155","1,129",667,414,"1,215","1,168",689,465,"1,140,075"
LU,770,WGNu,Wood Green,Station entry / exit,Gateline,"6,698","6,833","4,546","3,161","6,390","6,529","4,296","2,975","6,578,240"
LU,599,WDLu,Wood Lane,Station entry / exit,Gateline,"1,432","1,435",614,442,"1,480","1,474",663,456,"1,359,848"
LU,769,WFDu,Woodford,Station entry / exit,Gateline,"2,949","2,796","1,553",941,"2,896","2,800","1,507",901,"2,754,342"
LU,771,WSPu,Woodside Park,Station entry / exit,Scaled,"1,930","1,926","1,021",755,"2,186","2,210",929,749,"1,956,318"
LO,1404,ACCr,Acton Central,Station entry / exit,Gateline,"1,561","1,534","1,027",620,"1,507","1,495",959,613,"1,134,052"
LO,5397,ANYr,Anerley,Station entry / exit,Scaled,772,707,258,378,816,771,269,411,"558,737"
LO,514,BKGu,Barking,LO boarding / alighting,Manual Count,"4,235","4,221","2,616","1,608","4,270","4,161","4,187","2,544","3,272,606"
LO,5420,BAKr,Battersea Park,LO boarding / alighting,Loadweigh,18,25,0,7,13,19,0,0,"10,748"
LO,6961,BETr,Bethnal Green LO,Station entry / exit,Gateline,"1,201","1,196",772,537,"1,191","1,161",772,543,"891,335"
LO,522,BHRu,Blackhorse Road,LO boarding / alighting,Scaled,"1,587","1,568","1,021",619,"1,795","1,826","1,249",674,"1,254,721"
LO,5404,BCYr,Brockley,Station entry / exit,Gateline,"2,335","2,445","1,210",868,"2,155","2,237","1,142",836,"1,633,785"
LO,1437,BSYr,Brondesbury,Station entry / exit,Gateline,"2,519","2,481","1,750","1,023","2,408","2,438","1,639",988,"1,839,585"
LO,1438,BSPr,Brondesbury Park,Station entry / exit,Scaled,"1,305","1,382",587,387,"1,273","1,323",548,409,"913,806"
LO,6958,BCVr,Bruce Grove,Station entry / exit,Scaled,"1,428","1,380",575,349,"1,303","1,242",561,315,"936,661"
LO,6913,BHKr,Bush Hill Park,Station entry / exit,Scaled,801,674,359,208,692,662,274,178,"508,104"
LO,1395,BSHr,Bushey,LO boarding / alighting,Scaled,233,301,230,100,491,331,300,122,"261,806"
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry / exit,Scaled,"1,246","1,248",718,321,"1,278","1,274",706,340,"898,929"
LO,6962,CBHr,Cambridge Heath,Station entry / exit,Scaled,665,687,408,420,686,624,435,443,"516,410"
LO,1440,CMDr,Camden Road,Station entry / exit,Gateline,"3,069","3,089","2,007","1,214","2,967","2,936","1,884","1,082","2,226,106"
LO,788,CWRu,Canada Water,LO boarding / alighting,Scaled,"11,349","10,853","7,396","4,911","10,340","10,102","8,168","5,173","8,172,281"
LO,1441,CNNr,Canonbury,Station entry / exit,Gateline,"1,761","1,861","1,186",812,"1,549","1,575","1,007",793,"1,255,178"
LO,1442,CPKr,Carpenders Park,Station entry / exit,Gateline,995,"1,003",492,261,"1,003",997,492,267,"702,972"
LO,6814,CHNr,Cheshunt,LO boarding / alighting,Scaled,228,222,131,100,295,300,244,161,"198,951"
LO,6914,CHIr,Chingford,Station entry / exit,Gateline,"1,281","1,267","1,216",703,"1,233","1,215","1,139",671,"999,111"
LO,5301,CLPr,Clapham High Street,Station entry / exit,Scaled,"1,268","1,192",694,433,"1,375","1,342",640,443,"936,152"
LO,5595,CLJr,Clapham Junction,LO boarding / alighting,Loadweigh,"13,731","14,185","10,778","6,499","12,327","12,744","9,516","5,014","9,994,169"
LO,6926,CPTr,Clapton,Station entry / exit,Scaled,"1,266","1,288",901,622,"1,106","1,169",757,536,"905,095"
LO,7406,CRHr,Crouch Hill,Station entry / exit,Scaled,973,"1,024",750,430,953,967,677,417,"733,856"
LO,5356,CYPr,Crystal Palace,LO boarding / alighting,Loadweigh,"1,692","2,129","1,955","1,002","1,685","1,839","2,017","1,176","1,455,238"
LO,1443,DLJr,Dalston Junction,Station entry / exit,Gateline,"2,803","3,137","1,564","1,221","2,685","3,038","1,569","1,293","2,069,833"
LO,1429,DLKr,Dalston Kingsland,Station entry / exit,Gateline,"3,910","4,125","3,743","2,369","3,724","3,920","3,750","2,383","3,124,929"
LO,5421,DMKr,Denmark Hill,LO boarding / alighting,Scaled,"5,308","5,512","1,741","1,519","5,518","5,852","1,839","1,519","3,742,004"
LO,6941,EDRr,Edmonton Green,LO boarding / alighting,Scaled,"2,813","2,827","1,665","1,041","2,959","3,101","1,649","1,027","2,105,087"
LO,7473,EMPr,Emerson Park,Station entry / exit,Scaled,189,176,81,46,155,128,107,50,"119,939"
LO,6959,ENFr,Enfield Town,Station entry / exit,Gateline,"1,550","1,600",663,478,"1,461","1,491",634,418,"1,058,812"
LO,1444,EUSr,Euston NR,LO boarding / alighting,Manual Count,"1,924","1,926",943,633,"1,932","1,642","1,710",927,"1,420,814"
LO,1445,FNYr,Finchley Road & Frognal,Station entry / exit,Scaled,"1,916","1,987",929,626,"1,927","1,931",969,599,"1,370,533"
LO,5362,FOHr,Forest Hill,LO boarding / alighting,Scaled,"1,592","1,577",893,698,"1,671","1,764",953,704,"1,202,543"
LO,1409,GPOr,Gospel Oak,Station entry / exit,Gateline,"2,610","2,640","2,231","1,423","2,429","2,454","1,918","1,250","1,968,124"
LO,591,GUNu,Gunnersbury,LO boarding / alighting,Scaled,829,880,664,601,960,"1,045",703,343,"699,128"
LO,6977,HKCr,Hackney Central,Station entry / exit,Gateline,"4,479","4,528","3,337","2,043","3,564","3,624","2,777","1,664","3,074,965"
LO,6867,HACr,Hackney Downs,LO boarding / alighting,Scaled,"2,203","2,256","1,867",889,"2,253","2,396","1,787",959,"1,715,892"
LO,6978,HKWr,Hackney Wick,Station entry / exit,Scaled,"1,849","1,722","1,458",959,"1,509","1,406","1,205",925,"1,294,674"
LO,1022,HGGr,Haggerston,Station entry / exit,Gateline,"1,757","1,916",966,623,"1,667","1,839",942,606,"1,260,312"
LO,1413,HDHr,Hampstead Heath,Station entry / exit,Gateline,"3,339","3,334","3,377","2,146","3,166","3,168","3,662","2,172","2,698,906"
LO,596,HARu,Harlesden,LO boarding / alighting,Scaled,"1,210","1,153",691,327,"1,036","1,002",494,475,"802,692"
LO,7401,HRYr,Harringay Green Lanes,Station entry / exit,Scaled,"1,309","1,322","1,110",669,"1,379","1,370","1,028",763,"1,043,961"
LO,597,HAWu,Harrow & Wealdstone,LO boarding / alighting,Scaled,"2,105","2,072","1,403","1,011","2,389","2,441","1,501","1,183","1,690,377"
LO,1398,HTEr,Hatch End,Station entry / exit,Gateline,534,514,188,113,525,505,190,104,"356,731"
LO,1434,HDLr,Headstone Lane,Station entry / exit,Scaled,590,596,256,113,608,589,277,146,"413,101"
LO,6919,HIPr,Highams Park,Station entry / exit,Gateline,"1,831","1,807",813,541,"1,632","1,622",763,504,"1,215,998"
LO,603,HBYu,Highbury & Islington,LO boarding / alighting,Scaled,"11,466","10,119","6,695","4,723","11,173","8,421","6,266","3,826","7,981,544"
LO,6979,HMNr,Homerton,Station entry / exit,Gateline,"3,592","3,600","2,145","1,415","3,389","3,411","1,999","1,386","2,563,827"
LO,5418,HPAr,Honor Oak Park,Station entry / exit,Gateline,"1,521","1,610",696,437,"1,503","1,545",661,449,"1,069,321"
LO,1023,HOXr,Hoxton,Station entry / exit,Gateline,"1,921","1,932",805,511,"1,834","1,834",729,548,"1,305,815"
LO,9586,IMWr,Imperial Wharf,Station entry / exit,Gateline,"2,354","2,390","1,001",500,"2,144","2,132",896,443,"1,547,700"
LO,617,KGNu,Kensal Green,LO boarding / alighting,Scaled,425,428,248,204,532,553,345,296,"361,487"
LO,1448,KNRr,Kensal Rise,Station entry / exit,Scaled,"2,368","2,237","1,832",840,"2,482","2,372","1,835",747,"1,791,959"
LO,618,OLYu,Kensington (Olympia),LO boarding / alighting,Scaled,"1,755","1,911",526,371,"1,896","1,953",541,417,"1,239,865"
LO,1449,KTWr,Kentish Town West,Station entry / exit,Scaled,"1,580","1,619","1,036",599,"1,392","1,368",731,369,"1,077,455"
LO,620,KETu,Kenton,LO boarding / alighting,Scaled,715,643,289,237,890,809,257,196,"539,817"
LO,621,KEWu,Kew Gardens,LO boarding / alighting,Scaled,702,636,443,335,647,592,441,270,"496,843"
LO,1415,KBNr,Kilburn High Road,Station entry / exit,Gateline,593,619,383,285,581,585,360,275,"441,473"
LO,7402,LEMr,Leyton Midland Road,Station entry / exit,Gateline,"1,562","1,585",905,543,"1,507","1,523",833,526,"1,112,804"
LO,7403,LERr,Leytonstone High Road,Station entry / exit,Gateline,"1,034","1,057",616,431,993,978,563,382,"742,928"
LO,6965,LSTr,Liverpool Street NR,LO boarding / alighting,Manual Count,"4,686","4,630","2,492","1,161","4,494","3,888","3,778","2,036","3,347,868"
LO,6966,LOFr,London Fields,Station entry / exit,Scaled,989,961,769,634,960,950,862,837,"787,176"
LO,5150,NWXr,New Cross,LO boarding / alighting,Loadweigh,"1,761","1,901","1,955",689,"1,911","2,065","2,002",984,"1,492,538"
LO,5345,NXGr,New Cross Gate,LO boarding / alighting,Scaled,"2,676","2,681","1,843",889,"3,064","2,888","1,775",905,"2,076,254"
LO,659,NWBu,North Wembley,LO boarding / alighting,Scaled,475,479,225,141,442,467,214,132,"325,474"
LO,5376,NWDr,Norwood Junction,LO boarding / alighting,Scaled,"1,056","1,046",562,440,990,"1,029",579,402,"749,301"
LO,5423,PMRr,Peckham Rye,LO boarding / alighting,Scaled,"1,810","1,785","1,223",864,"2,247","2,240","1,392","1,062","1,518,905"
LO,5378,PNWr,Penge West,Station entry / exit,Scaled,573,565,389,232,414,390,217,133,"359,406"
LO,680,QPKu,Queen's Park,LO boarding / alighting,Scaled,"1,119","1,088",715,605,"1,123","1,117",648,635,"844,082"
LO,5424,QRPr,Queens Road Peckham,Station entry / exit,Scaled,"1,263","1,011",937,613,"1,295","1,049",937,612,"942,423"
LO,6967,RECr,Rectory Road,Station entry / exit,Scaled,698,446,377,258,674,434,411,265,"468,783"
LO,686,RMDu,Richmond,LO boarding / alighting,Loadweigh,"2,769","2,612","2,447","1,937","2,949","2,656","2,568","1,868","2,269,847"
LO,6886,RMFr,Romford,LO boarding / alighting,Scaled,417,403,138,85,443,439,176,71,"289,814"
LO,1039,ROEr,Rotherhithe,Station entry / exit,Gateline,874,969,476,323,766,841,396,265,"601,765"
LO,698,SVSu,Seven Sisters,LO boarding / alighting,Manual Count,"6,103","6,242","4,056","2,942","5,615","5,360","5,517","3,546","4,574,073"
LO,1082,SDEr,Shadwell LO,Station entry / exit,Gateline,"2,688","2,847","1,554","1,013","2,571","2,689","1,686","1,113","1,956,196"
LO,9587,SPBr,Shepherd's Bush NR,Station entry / exit,Gateline,"4,026","4,067","2,288","1,282","4,053","4,082","2,200","1,185","2,900,189"
LO,1024,SDCr,Shoreditch High Street,Station entry / exit,Gateline,"1,908","2,009",968,759,"1,884","2,059",870,668,"1,376,963"
LO,6972,SLVr,Silver Street,Station entry / exit,Scaled,"2,231","2,215","1,165",639,"2,234","2,249","1,204",669,"1,589,687"
LO,1452,SATr,South Acton,Station entry / exit,Scaled,847,863,601,589,850,878,621,777,"682,929"
LO,1451,SOHr,South Hampstead,Station entry / exit,Scaled,474,538,306,229,438,478,305,232,"352,022"
LO,709,SKTu,South Kenton,LO boarding / alighting,Scaled,283,285,170,239,459,473,251,263,"285,140"
LO,7404,STOr,South Tottenham,Station entry / exit,Gateline,"1,601","1,567",875,617,"1,597","1,557",878,612,"1,156,264"
LO,6947,SBUr,Southbury,Station entry / exit,Gateline,845,830,467,258,873,881,479,273,"615,296"
LO,6973,SJSr,St James Street,Station entry / exit,Gateline,988,"1,018",686,447,913,932,642,411,"719,781"
LO,6968,SMHr,Stamford Hill,Station entry / exit,Scaled,886,901,442,415,868,878,452,319,"637,758"
LO,6934,SKWr,Stoke Newington,Station entry / exit,Scaled,"1,030",985,577,554,857,874,626,508,"715,508"
LO,717,SPKu,Stonebridge Park,LO boarding / alighting,Scaled,715,691,234,128,692,667,219,123,"468,680"
LO,719,SFDu,Stratford,LO boarding / alighting,Loadweigh,"15,816","14,886","10,432","6,704","15,062","15,310","10,032","6,562","11,480,255"
LO,1083,SQEr,Surrey Quays,Station entry / exit,Gateline,"2,973","3,063","1,678","1,076","2,742","2,849","1,509","1,019","2,084,074"
LO,5437,SYDr,Sydenham,LO boarding / alighting,Scaled,"1,360","1,367",765,522,"1,696","1,794",763,557,"1,100,736"
LO,6949,TEOr,Theobalds Grove,Station entry / exit,Gateline,581,590,238,177,536,558,245,153,"392,947"
LO,6952,TURr,Turkey Street,Station entry / exit,Gateline,930,892,400,301,852,856,366,263,"623,317"
LO,736,UPMu,Upminster,LO boarding / alighting,Scaled,343,343,130,73,335,336,125,89,"232,361"
LO,1524,UHLr,Upper Holloway,Station entry / exit,Scaled,"1,518","1,577",949,654,"1,396","1,384",892,643,"1,087,744"
LO,742,WALu,Walthamstow Central,LO boarding / alighting,Manual Count,"3,195","3,230","2,030","1,330","2,767","2,756","2,795","1,773","2,317,248"
LO,7407,WMWr,Walthamstow Queen's Road,Station entry / exit,Manual Count,"1,286","1,317",698,446,"1,221","1,265","1,303",747,"969,517"
LO,5372,WWRr,Wandsworth Road,Station entry / exit,Scaled,621,396,209,151,589,423,262,181,"393,435"
LO,7408,WNPr,Wanstead Park,Station entry / exit,Gateline,"1,395","1,433",844,500,"1,330","1,328",799,482,"996,649"
LO,1085,WPEr,Wapping,Station entry / exit,Gateline,"1,048","1,120",726,470,993,"1,028",675,470,"775,518"
LO,1455,WFHr,Watford High Street,Station entry / exit,Gateline,"1,060","1,054",507,372,969,948,471,322,"720,831"
LO,1402,WFJr,Watford Junction,LO boarding / alighting,Manual Count,854,855,649,462,871,823,685,466,"664,957"
LO,751,WEMu,Wembley Central,LO boarding / alighting,Scaled,"1,170",959,"1,023",582,"1,244","1,038",886,471,"895,091"
LO,755,WBTu,West Brompton,LO boarding / alighting,Scaled,"2,396","2,194","1,270",933,"1,459","1,339",641,384,"1,355,343"
LO,5411,WCYr,West Croydon NR,LO boarding / alighting,Loadweigh,"3,038","3,185","2,479","1,308","2,950","2,980","2,445",987,"2,289,241"
LO,1421,WHDr,West Hampstead LO,Station entry / exit,Gateline,"3,858","3,868","2,576","1,533","3,639","3,573","2,344","1,413","2,773,686"
LO,6956,WHLr,White Hart Lane,Station entry / exit,Gateline,"1,549","1,503",620,401,"1,427","1,420",604,377,"1,027,468"
LO,763,WCLu,Whitechapel,LO boarding / alighting,Scaled,"8,340","7,571","4,074","3,399","8,235","7,372","4,388","4,126","5,946,354"
LO,766,WJNu,Willesden Junction,LO boarding / alighting,Scaled,"8,479","7,725","4,325","1,720","9,178","8,370","4,922","2,176","6,097,203"
LO,6954,WSTr,Wood Street,Station entry / exit,Scaled,"1,393","1,376",721,531,"1,222","1,184",708,501,"947,291"
LO,7467,WGRr,Woodgrange Park,Station entry / exit,Gateline,"1,079","1,111",811,486,976,956,723,401,"778,844"
DLR,750,ABRd,Abbey Road,Station entry / exit,APC,"1,089","1,098",797,535,"1,101","1,118",790,585,"860,312"
DLR,850,ALSd,All Saints,Station entry / exit,APC,"1,600","1,517",986,741,"1,613","1,505",985,709,"1,211,243"
DLR,513,BNKu,Bank and Monument,DLR boarding / alighting,APC,"11,100","11,376","6,813","5,263","11,129","11,402","7,598","5,399","8,594,178"
DLR,895,BECd,Beckton,Station entry / exit,APC,"2,025","1,996","1,365",887,"2,787","2,943","2,023","1,239","1,866,578"
DLR,891,BEPd,Beckton Park,Station entry / exit,APC,44,71,50,37,386,408,234,123,"165,824"
DLR,882,BLAd,Blackwall,Station entry / exit,APC,"1,126","1,182",826,550,"1,165","1,206",827,582,"901,590"
DLR,851,BOCd,Bow Church,Station entry / exit,APC,"3,472","3,421","2,308","1,680","2,408","2,441","1,760","1,333","2,291,713"
DLR,842,CAWd,Canary Wharf DLR,Station entry / exit,APC,"5,138","5,550","4,331","2,944","5,249","5,658","4,194","2,837","4,222,389"
DLR,884,CNTu,Canning Town,DLR boarding / alighting,APC,"14,000","14,115","11,030","7,382","13,194","13,419","10,206","6,541","10,785,820"
DLR,854,CROd,Crossharbour,Station entry / exit,APC,"2,534","2,634","1,818","1,291","2,653","2,772","1,907","1,451","2,051,762"
DLR,887,CUHd,Custom House,Station entry / exit,APC,"1,018","1,074",597,438,"1,009","1,052",636,425,"774,342"
DLR,879,CUSd,Cutty Sark,Station entry / exit,APC,"2,968","2,918","2,690","2,349","3,171","3,176","2,711","2,249","2,561,980"
DLR,893,CYPd,Cyprus,Station entry / exit,APC,"1,347","1,300",476,350,"1,161","1,163",396,312,"877,612"
DLR,897,DEBd,Deptford Bridge,Station entry / exit,APC,"1,626","1,689","1,369","1,024","1,186","1,269",945,550,"1,139,053"
DLR,867,DERd,Devons Road,Station entry / exit,APC,"1,800","1,789","1,223","1,022","1,791","1,842","1,248","1,073","1,418,974"
DLR,883,EAId,East India,Station entry / exit,APC,"2,384","2,402","1,389","1,098","2,110","2,097","1,200",968,"1,703,338"
DLR,898,ELRd,Elverson Road,Station entry / exit,APC,"1,287","1,278",856,622,"1,254","1,305",922,643,"992,404"
DLR,894,GARd,Gallions Reach,Station entry / exit,APC,"1,052","1,117",731,520,"1,166","1,196",798,614,"870,533"
DLR,928,GREd,Greenwich,DLR boarding / alighting,APC,"2,658","2,699","1,857","1,291","2,633","2,753","2,035","1,354","2,084,916"
DLR,855,HEQd,Heron Quays,Station entry / exit,APC,"2,840","2,767","2,125","1,704","2,994","2,934","2,205","1,639","2,308,727"
DLR,856,ISGd,Island Gardens,Station entry / exit,APC,"1,697","1,750","1,244",944,"1,674","1,698","1,115",892,"1,328,528"
DLR,523,KGVd,King George V,Station entry / exit,APC,"1,840","1,804","1,112",745,"1,879","1,876","1,128",802,"1,402,423"
DLR,853,LAPd,Langdon Park,Station entry / exit,APC,"3,423","3,530","2,208","1,634","3,037","3,052","2,013","1,389","2,492,349"
DLR,940,LEWd,Lewisham DLR,Station entry / exit,APC,"5,377","5,415","3,532","2,655","5,567","5,690","3,652","2,697","4,236,407"
DLR,862,LIMd,Limehouse DLR,Station entry / exit,APC,"4,136","4,159","2,648","2,132","6,178","6,331","3,775","2,712","3,958,417"
DLR,533,LCAd,London City Airport,Station entry / exit,APC,"1,055","1,158",565,550,"1,166","1,263",565,566,"851,219"
DLR,857,MUDd,Mudchute,Station entry / exit,APC,"1,310","1,314",983,680,"1,268","1,268","1,009",765,"1,027,512"
DLR,538,PDKd,Pontoon Dock,Station entry / exit,APC,"1,542","1,640","1,289",881,"1,632","1,703","1,313",895,"1,285,216"
DLR,858,POPd,Poplar,Station entry / exit,APC,"1,445","1,352",748,673,"1,629","1,561",779,704,"1,135,902"
DLR,888,PRRd,Prince Regent,Station entry / exit,APC,"1,216","1,220",669,422,"1,371","1,335",699,496,"952,650"
DLR,859,PMLd,Pudding Mill Lane,Station entry / exit,APC,837,847,447,295,828,846,457,315,"619,028"
DLR,890,ROAd,Royal Albert,Station entry / exit,APC,828,806,474,314,898,892,512,333,"642,156"
DLR,886,ROVd,Royal Victoria,Station entry / exit,APC,"2,434","2,835","2,818","2,134","2,451","2,709","2,970","2,108","2,219,789"
DLR,860,SHAd,Shadwell DLR,Station entry / exit,APC,"5,377","5,342","3,072","2,198","5,430","5,505","3,116","2,247","4,061,469"
DLR,861,SOQd,South Quay,Station entry / exit,APC,"2,639","2,569","1,408",966,"2,775","2,698","1,495",955,"1,990,713"
DLR,889,STLd,Star Lane,Station entry / exit,APC,"1,522","1,487",768,503,"1,601","1,551",775,547,"1,135,766"
DLR,719,SFDu,Stratford,DLR boarding / alighting,APC,"11,707","11,972","8,639","5,145","10,872","11,279","7,508","4,476","8,756,684"
DLR,749,SHSd,Stratford High Street,Station entry / exit,APC,"1,334","1,248",720,483,"1,145","1,122",666,478,"917,986"
DLR,504,STId,Stratford International DLR,Station entry / exit,APC,"2,993","3,161","1,799","1,284","3,025","3,122","1,710","1,228","2,283,993"
DLR,864,TOGd,Tower Gateway,Station entry / exit,APC,"1,640","1,610","1,169",958,"1,741","1,877","1,281",953,"1,344,452"
DLR,757,WHMu,West Ham,DLR boarding / alighting,APC,"3,089","3,288","1,210",654,"2,646","2,734","1,207",604,"2,043,843"
DLR,866,WIQd,West India Quay,Station entry / exit,APC,325,336,263,205,410,387,340,238,"296,160"
DLR,559,WSId,West Silvertown,Station entry / exit,APC,"1,332","1,422",902,633,"1,464","1,524",926,680,"1,085,312"
