Mode,NLC,ASC,Station,Coverage,Source,entries,,entries,entries,exits,,exits,exits,en/ex
LU,711,SWMu,South Wimbledon,Station entry / exit,Relate,"8,219",0,"5,503","3,598","7,180",0,"5,108","3,605","4,627,559"
LU,712,SWFu,South Woodford,Station entry / exit,Relate,"7,696",0,"4,656","2,739","9,363",0,"6,226","3,977","5,022,133"
LU,705,SFSu,Southfields,Station entry / exit,Relate,"10,030",0,"7,115","4,368","9,142",0,"5,880","4,229","5,732,747"
LU,706,SGTu,Southgate,Station entry / exit,Relate,"8,777",0,"6,134","4,189","8,831",0,"5,989","4,336","5,304,983"
LU,784,SWKu,Southwark,Station entry / exit,Relate,"28,187",0,"12,164","8,458","28,800",0,"12,921","8,234","15,946,577"
LU,695,SJPu,St. James's Park,Station entry / exit,Relate,"25,788",0,"7,589","6,085","24,744",0,"7,514","6,119","13,664,987"
LU,696,SJWu,St. John's Wood,Station entry / exit,Relate,"12,340",0,"7,879","6,027","12,397",0,"7,987","6,030","7,399,877"
LU,697,STPu,St. Paul's,Station entry / exit,Relate,"28,879",0,"13,501","9,087","29,552",0,"13,116","8,497","16,417,294"
LU,713,STBu,Stamford Brook,Station entry / exit,Relate,"4,454",0,"2,924","1,972","4,172",0,"2,489","1,886","2,557,655"
LU,714,STAu,Stanmore,Station entry / exit,Relate,"6,152",0,"4,451","3,028","6,137",0,"4,163","3,073","3,717,315"
LU,715,STGu,Stepney Green,Station entry / exit,Relate,"10,703",0,"6,769","4,857","9,583",0,"5,732","4,613","6,023,114"
LU,716,STKu,Stockwell,Station entry / exit,Relate,"20,187",0,"15,597","9,779","15,592",0,"13,621","9,301","11,089,126"
LU,717,SPKu,Stonebridge Park,Station entry / exit,Relate,"4,262",0,"2,637","1,757","3,955",0,"2,314","1,624","2,412,008"
LU,719,SFDu,Stratford,Station entry / exit,Relate,"93,742",0,"93,482","61,629","86,285",0,"87,548","57,524","58,586,655"
LU,720,SHLu,Sudbury Hill,Station entry / exit,Relate,"2,988",0,"1,992","1,283","3,055",0,"1,909","1,294","1,790,959"
LU,721,STNu,Sudbury Town,Station entry / exit,Relate,"3,027",0,"1,916","1,394","2,801",0,"1,545","1,215","1,718,575"
LU,723,SWCu,Swiss Cottage,Station entry / exit,Relate,"12,645",0,"8,442","5,867","11,957",0,"8,026","5,636","7,369,274"
LU,724,TEMu,Temple,Station entry / exit,Relate,"15,731",0,"5,051","3,396","15,893",0,"5,475","3,355","8,561,001"
LU,725,THBu,Theydon Bois,Station entry / exit,Relate,"1,526",0,"1,210",697,"1,454",0,"1,073",676,"905,705"
LU,726,TBEu,Tooting Bec,Station entry / exit,Relate,"13,230",0,"9,607","6,351","12,044",0,"8,184","6,401","7,658,810"
LU,727,TBYu,Tooting Broadway,Station entry / exit,Relate,"25,494",0,"19,445","13,028","24,753",0,"18,145","13,072","15,371,262"
LU,728,TCRu,Tottenham Court Road,Station entry / exit,Relate,"63,871",0,"54,505","33,720","62,144",0,"52,619","32,075","39,193,558"
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,Relate,"21,847",0,"9,891","7,206","20,344",0,"8,587","6,945","11,889,159"
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,Relate,"4,396",0,"2,544","1,597","3,928",0,"2,179","1,561","2,416,108"
LU,731,THLu,Tower Hill,Station entry / exit,Relate,"30,036",0,"24,595","19,675","33,220",0,"27,252","19,866","19,897,981"
LU,733,TPKu,Tufnell Park,Station entry / exit,Relate,"6,597",0,"5,234","3,682","6,004",0,"4,349","3,536","3,895,273"
LU,734,TGRu,Turnham Green,Station entry / exit,Relate,"9,699",0,"6,579","4,508","9,809",0,"6,553","4,591","5,845,936"
LU,735,TPLu,Turnpike Lane,Station entry / exit,Relate,"16,200",0,"13,744","9,948","16,215",0,"12,547","9,888","10,162,189"
LU,736,UPMu,Upminster,Station entry / exit,Scaled,"8,854",0,"5,745","2,538","9,533",0,"5,105","2,571","5,266,228"
LU,737,UPBu,Upminster Bridge,Station entry / exit,Relate,"2,073",0,751,377,"1,999",0,615,371,"1,096,940"
LU,738,UPYu,Upney,Station entry / exit,Relate,"4,622",0,"2,785","1,813","4,182",0,"2,372","1,619","2,567,807"
LU,739,UPKu,Upton Park,Station entry / exit,Relate,"15,357",0,"11,407","8,101","14,397",0,"10,574","7,544","9,097,854"
LU,740,UXBu,Uxbridge,Station entry / exit,Relate,"13,974",0,"8,494","5,256","13,371",0,"7,825","5,194","7,980,024"
LU,777,VUXu,Vauxhall LU,Station entry / exit,Relate,"50,772",0,"32,387","24,662","46,714",0,"30,150","24,796","29,257,502"
LU,741,VICu,Victoria LU,Station entry / exit,Relate,"121,018",0,"88,605","69,760","122,783",0,"91,001","71,565","75,163,165"
LU,742,WALu,Walthamstow Central,Station entry / exit,Relate,"11,961",0,"9,038","6,526","17,390",0,"13,811","10,094","9,089,459"
LU,743,WANu,Wanstead,Station entry / exit,Relate,"4,802",0,"3,400","2,220","4,504",0,"3,156","2,154","2,804,581"
LU,745,WSTu,Warren Street,Station entry / exit,Relate,"35,810",0,"13,816","9,209","33,944",0,"13,362","8,585","19,218,263"
LU,746,WARu,Warwick Avenue,Station entry / exit,Relate,"6,917",0,"4,925","3,490","6,357",0,"4,537","3,598","4,047,265"
LU,747,WLOu,Waterloo LU,Station entry / exit,Mixed,"147,574",0,"91,841","55,080","149,577",0,"90,703","56,770","86,887,788"
LU,748,WATu,Watford,Station entry / exit,Relate,"3,307",0,"1,654","1,067","2,873",0,"1,671","1,001","1,771,435"
LU,751,WEMu,Wembley Central,Station entry / exit,Relate,"8,953",0,"7,503","5,106","9,173",0,"7,264","4,613","5,618,729"
LU,752,WPKu,Wembley Park,Station entry / exit,Relate,"24,980",0,"22,413","14,412","25,094",0,"21,274","13,438","15,712,048"
LU,753,WACu,West Acton,Station entry / exit,Relate,"2,754",0,"2,089","1,386","2,576",0,"1,903","1,350","1,629,156"
LU,755,WBTu,West Brompton,Station entry / exit,Relate,"10,006",0,"4,731","3,077","10,024",0,"4,141","2,825","5,609,357"
LU,756,WFYu,West Finchley,Station entry / exit,Relate,"2,897",0,"1,590",991,"2,694",0,"1,367",992,"1,605,581"
LU,757,WHMu,West Ham,Station entry / exit,Relate,"6,946",0,"5,447","3,826","6,466",0,"5,392","3,805","4,174,658"
LU,758,WHDu,West Hampstead LU,Station entry / exit,Relate,"20,776",0,"13,386","9,249","16,880",0,"10,461","8,232","11,207,001"
LU,759,WHRu,West Harrow,Station entry / exit,Relate,"2,270",0,"1,686",941,"2,611",0,"1,742",998,"1,453,150"
LU,760,WKNu,West Kensington,Station entry / exit,Relate,"8,424",0,"5,987","4,309","8,020",0,"5,069","4,121","4,964,196"
LU,762,WRPu,West Ruislip,Station entry / exit,Relate,"2,787",0,"2,113","1,158","2,672",0,"1,839","1,078","1,634,281"
LU,754,WBPu,Westbourne Park,Station entry / exit,Relate,"6,923",0,"4,582","2,906","6,272",0,"4,048","2,973","3,928,366"
LU,761,WMSu,Westminster,Station entry / exit,Relate,"38,241",0,"31,057","24,309","39,001",0,"31,405","23,236","24,219,994"
LU,764,WCTu,White City,Station entry / exit,Relate,"14,693",0,"7,316","4,358","15,280",0,"6,845","4,401","8,433,511"
LU,763,WCLu,Whitechapel,Station entry / exit,Relate,"22,590",0,"12,479","8,781","22,633",0,"12,820","8,960","13,137,261"
LU,765,WLGu,Willesden Green,Station entry / exit,Relate,"13,820",0,"10,754","8,161","13,073",0,"9,494","7,811","8,331,012"
LU,766,WJNu,Willesden Junction,Station entry / exit,Scaled,"7,566",0,"5,163","2,908","7,514",0,"4,743","3,028","4,453,456"
LU,767,WIMu,Wimbledon,LU boarding / alighting,Scaled,"18,188",0,"15,967","10,013","20,149",0,"16,795","10,509","11,956,760"
LU,768,WMPu,Wimbledon Park,Station entry / exit,Relate,"3,583",0,"2,648","1,605","3,301",0,"2,235","1,600","2,074,785"
LU,770,WGNu,Wood Green,Station entry / exit,Relate,"20,042",0,"15,815","11,793","18,949",0,"16,020","11,415","12,202,222"
LU,599,WDLu,Wood Lane,Station entry / exit,Relate,"6,242",0,"4,516","2,267","6,631",0,"4,294","2,494","3,804,000"
LU,769,WFDu,Woodford,Station entry / exit,Relate,"9,442",0,"6,937","4,140","9,537",0,"6,301","4,142","5,682,132"
LU,771,WSPu,Woodside Park,Station entry / exit,Relate,"5,311",0,"2,997","2,246","6,088",0,"3,760","2,967","3,366,132"
LO,1404,ACCr,Acton Central,Station entry / exit,Gateline,"3,491",0,"2,309","1,238","3,260",0,"2,003","1,137"," 	1,990,116 "
LO,5397,ANYr,Anerley,Station entry / exit,Manual Count,"1,952",0,"1,240",904,"1,845",0,"1,106",952," 	1,141,012 "
LO,514,BKGu,Barking,LO boarding / alighting,Loadweigh,"3,838",0,"2,534","1,442","3,685",0,"2,371","1,406"," 	2,232,520 "
LO,5420,BAKr,Battersea Park,LO boarding / alighting,Manual Count,20,0,0,16,19,0,0,0," 	10,383 "
LO,6961,BETr,Bethnal Green LO,Station entry / exit,Gateline,"2,178",0,"1,482","1,072","2,290",0,"1,689","1,148"," 	1,364,618 "
LO,522,BHRu,Blackhorse Road,LO boarding / alighting,Scaled,"3,658",0,"3,062","1,812","4,052",0,"3,588","1,936"," 	2,408,688 "
LO,5404,BCYr,Brockley,Station entry / exit,Gateline,"7,463",0,"5,909","3,913","6,688",0,"4,725","3,646"," 	4,377,054 "
LO,1437,BSYr,Brondesbury,Station entry / exit,Gateline,"5,133",0,"3,591","2,028","4,667",0,"3,004","1,813"," 	2,924,794 "
LO,1438,BSPr,Brondesbury Park,Station entry / exit,Scaled,"2,884",0,"1,215",775,"2,779",0,"1,072",823," 	1,584,534 "
LO,6958,BCVr,Bruce Grove,Station entry / exit,Scaled,"2,774",0,"1,661","1,041","2,611",0,"1,487","1,002"," 	1,580,400 "
LO,6913,BHKr,Bush Hill Park,Station entry / exit,Gateline,"2,294",0,"1,368",789,"1,845",0,"1,002",632," 	1,204,935 "
LO,1395,BSHr,Bushey,Station entry / exit,Scaled,763,0,"1,101",487,"1,312",0,885,397," 	651,775 "
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry / exit,Scaled,"3,024",0,"1,485",661,"3,179",0,"1,537",722," 	1,742,987 "
LO,6962,CBHr,Cambridge Heath,Station entry / exit,Scaled,"1,541",0,"1,154",942,"1,614",0,"1,195",868," 	980,935 "
LO,1440,CMDr,Camden Road,Station entry / exit,Gateline,"9,094",0,"6,049","3,266","9,259",0,"6,581","3,531"," 	5,471,661 "
LO,788,CWRu,Canada Water,LO boarding / alighting,Scaled,"47,415",0,"35,637","20,151","43,911",0,"39,462","21,630"," 	28,221,928 "
LO,1441,CNNr,Canonbury,Station entry / exit,Gateline,"5,832",0,"4,597","3,062","4,864",0,"3,733","2,876"," 	3,333,820 "
LO,1442,CPKr,Carpenders Park,Station entry / exit,Gateline,"1,894",0,"1,179",693,"1,820",0,"1,065",681," 	1,091,852 "
LO,6814,CHNr,Cheshunt,Station entry / exit,Scaled,627,0,571,422,732,0,831,601," 	453,708 "
LO,6914,CHIr,Chingford,Station entry / exit,Gateline,"3,728",0,"2,115","1,376","3,395",0,"1,939","1,305"," 	2,084,007 "
LO,5301,CLPr,Clapham High Street,Station entry / exit,Manual Count,"3,499",0,"2,968","1,707","3,652",0,"3,300","1,970"," 	2,248,857 "
LO,5595,CLJr,Clapham Junction,LO boarding / alighting,Loadweigh,"25,594",0,"18,271","13,241","22,628",0,"16,336","11,571"," 	14,788,770 "
LO,6926,CPTr,Clapton,Station entry / exit,Manual Count,"3,199",0,"2,139","1,464","2,704",0,"1,752","1,222"," 	1,776,056 "
LO,7406,CRHr,Crouch Hill,Station entry / exit,Scaled,"1,320",0,673,185,"1,249",0,715,203," 	719,487 "
LO,5356,CYPr,Crystal Palace,LO boarding / alighting,Loadweigh,"3,440",0,"2,141","2,224","3,180",0,"2,194","2,171"," 	2,058,418 "
LO,1443,DLJr,Dalston Junction,Station entry / exit,Gateline,"9,515",0,"8,240","5,525","8,950",0,"8,561","5,436"," 	5,909,377 "
LO,1429,DLKr,Dalston Kingsland,Station entry / exit,Gateline,"10,623",0,"9,471","5,248","9,905",0,"8,986","4,964"," 	6,461,602 "
LO,5421,DMKr,Denmark Hill,LO boarding / alighting,Scaled,"13,452",0,"6,749","5,613","13,048",0,"6,444","5,366"," 	7,709,693 "
LO,6941,EDRr,Edmonton Green,Station entry / exit,Scaled,"6,529",0,"4,868","2,934","5,584",0,"4,232","2,792"," 	3,709,925 "
LO,7473,EMPr,Emerson Park,Station entry / exit,Manual Count,608,0,255,135,380,0,165,98," 	275,227 "
LO,6959,ENFr,Enfield Town,Station entry / exit,Gateline,"4,313",0,"2,746","1,740","3,709",0,"2,378","1,555"," 	2,388,070 "
LO,1444,EUSr,Euston NR,LO boarding / alighting,Loadweigh,"5,686",0,"4,900","4,377","5,354",0,"4,466","3,441"," 	3,561,954 "
LO,1445,FNYr,Finchley Road & Frognal,Station entry / exit,Scaled,"4,013",0,"1,887","1,047","4,036",0,"2,087",932," 	2,273,363 "
LO,5362,FOHr,Forest Hill,Station entry / exit,Scaled,"5,552",0,"4,374","3,281","5,630",0,"4,119","3,266"," 	3,491,388 "
LO,1409,GPOr,Gospel Oak,Station entry / exit,Gateline,"4,409",0,"2,630","1,527","4,063",0,"2,286","1,348"," 	2,467,887 "
LO,591,GUNu,Gunnersbury,LO boarding / alighting,Scaled,"3,673",0,"2,132","2,145","4,036",0,"1,920","1,089"," 	2,255,304 "
LO,6977,HKCr,Hackney Central,Station entry / exit,Gateline,"10,939",0,"8,871","5,327","10,478",0,"8,513","5,131"," 	6,639,640 "
LO,6867,HACr,Hackney Downs,Station entry / exit,Manual Count,"5,395",0,"4,258","2,615","5,459",0,"4,196","2,697"," 	3,347,992 "
LO,6978,HKWr,Hackney Wick,Station entry / exit,Scaled,"3,564",0,"2,737","1,433","3,024",0,"2,813","1,270"," 	2,027,072 "
LO,1022,HGGr,Haggerston,Station entry / exit,Gateline,"5,728",0,"4,267","2,565","5,166",0,"4,261","2,547"," 	3,351,634 "
LO,1413,HDHr,Hampstead Heath,Station entry / exit,Gateline,"6,103",0,"3,678","2,742","5,809",0,"3,665","2,745"," 	3,562,249 "
LO,596,HARu,Harlesden,LO boarding / alighting,Scaled,"2,386",0,"1,625",817,"2,063",0,"1,189","1,118"," 	1,328,351 "
LO,7401,HRYr,Harringay Green Lanes,Station entry / exit,Scaled,"1,614",0,"1,018",378,"1,641",0,960,354," 	934,235 "
LO,597,HAWu,Harrow & Wealdstone,LO boarding / alighting,Scaled,"5,131",0,"3,681","3,219","6,318",0,"3,869","3,950"," 	3,541,286 "
LO,1398,HTEr,Hatch End,Station entry / exit,Gateline,"1,230",0,765,481,"1,169",0,721,467," 	710,039 "
LO,1434,HDLr,Headstone Lane,Station entry / exit,Scaled,"1,166",0,653,397,"1,110",0,564,381," 	658,172 "
LO,6919,HIPr,Highams Park,Station entry / exit,Gateline,"4,586",0,"2,588","1,514","3,406",0,"1,714","1,142"," 	2,308,794 "
LO,603,HBYu,Highbury & Islington,LO boarding / alighting,Mixed,"37,547",0,"28,163","23,657","36,095",0,"27,074","22,738"," 	23,120,516 "
LO,6979,HMNr,Homerton,Station entry / exit,Gateline,"8,881",0,"6,198","3,555","7,476",0,"5,033","3,342"," 	4,916,632 "
LO,5418,HPAr,Honor Oak Park,Station entry / exit,Gateline,"5,464",0,"3,696","2,335","4,973",0,"3,155","2,303"," 	3,133,342 "
LO,1023,HOXr,Hoxton,Station entry / exit,Gateline,"5,197",0,"3,798","3,094","5,116",0,"4,145","3,430"," 	3,249,377 "
LO,9586,IMWr,Imperial Wharf,Station entry / exit,Gateline,"6,183",0,"3,089","1,632","5,510",0,"2,675","1,356"," 	3,307,690 "
LO,617,KGNu,Kensal Green,LO boarding / alighting,Scaled,"1,275",0,"1,037",791,"1,516",0,"1,337","1,107"," 	896,935 "
LO,1448,KNRr,Kensal Rise,Station entry / exit,Manual Count,"4,752",0,"4,432","1,866","4,778",0,"4,350","1,587"," 	2,946,889 "
LO,618,OLYu,Kensington (Olympia),Station entry / exit,Scaled,"5,278",0,"1,765","1,009","6,121",0,"1,909","1,129"," 	3,090,678 "
LO,1449,KTWr,Kentish Town West,Station entry / exit,Scaled,"2,594",0,"1,392",863,"6,001",0,"3,413","2,038"," 	2,493,968 "
LO,620,KETu,Kenton,LO boarding / alighting,Relate,"1,380",0,700,631,"1,753",0,635,492," 	891,817 "
LO,621,KEWu,Kew Gardens,LO boarding / alighting,Scaled,"2,436",0,"1,729","1,547","2,108",0,"1,579","1,171"," 	1,414,566 "
LO,1415,KBNr,Kilburn High Road,Station entry / exit,Gateline,"1,429",0,"1,063",776,"1,372",0,992,764," 	866,081 "
LO,7402,LEMr,Leyton Midland Road,Station entry / exit,Scaled,"2,410",0,"1,986","1,314","2,403",0,"1,836","1,336"," 	1,502,699 "
LO,7403,LERr,Leytonstone High Road,Station entry / exit,Scaled,"1,763",0,"1,530","1,019","1,729",0,"1,454","1,053"," 	1,107,993 "
LO,6965,LSTr,Liverpool Street NR,LO boarding / alighting,Manual Count,"20,463",0,"10,348","10,395","21,978",0,"10,477","9,127"," 	12,427,864 "
LO,6966,LOFr,London Fields,Station entry / exit,Scaled,"2,837",0,"2,202","1,691","2,770",0,"2,352","1,977"," 	1,784,175 "
LO,5150,NWXr,New Cross,LO boarding / alighting,Loadweigh,"4,809",0,"3,005","2,239","4,400",0,"2,749","2,537"," 	2,784,006 "
LO,5345,NXGr,New Cross Gate,LO boarding / alighting,Scaled,"10,357",0,"9,374","5,104","11,924",0,"8,507","5,556"," 	6,886,621 "
LO,659,NWBu,North Wembley,LO boarding / alighting,Relate,"1,054",0,670,484,924,0,602,445," 	594,988 "
LO,5376,NWDr,Norwood Junction,LO boarding / alighting,Scaled,"2,562",0,"1,714","1,387","2,273",0,"1,489","1,226"," 	1,475,831 "
LO,5423,PMRr,Peckham Rye,LO boarding / alighting,Scaled,"5,873",0,"5,196","3,681","6,902",0,"5,640","4,619"," 	4,084,899 "
LO,5378,PNWr,Penge West,Station entry / exit,Scaled,"1,026",0,911,642,"2,223",0,"1,870","1,428"," 	1,038,116 "
LO,680,QPKu,Queen's Park,LO boarding / alighting,Relate,"3,666",0,"2,869","2,136","3,432",0,"2,361","2,101"," 	2,212,295 "
LO,5424,QRPr,Queens Road Peckham,Station entry / exit,Scaled,"3,140",0,"2,682","1,835","3,050",0,"2,511","1,903"," 	1,962,509 "
LO,6967,RECr,Rectory Road,Station entry / exit,Scaled,"2,029",0,"1,487","1,045","1,836",0,"1,196",963," 	1,181,806 "
LO,686,RMDu,Richmond,LO boarding / alighting,Loadweigh,"6,433",0,"5,840","2,762","6,389",0,"5,738","2,670"," 	3,991,845 "
LO,6886,RMFr,Romford,Station entry / exit,Scaled,"1,157",0,422,249,"1,310",0,515,222," 	676,281 "
LO,1039,ROEr,Rotherhithe,Station entry / exit,Gateline,"3,127",0,"2,479","1,648","2,734",0,"2,150","1,540"," 	1,826,741 "
LO,698,SVSu,Seven Sisters,LO boarding / alighting,Manual Count,"16,080",0,"6,837","4,970","19,806",0,"11,714","7,844"," 	10,373,038 "
LO,1082,SDEr,Shadwell LO,Station entry / exit,Gateline,"5,801",0,"4,382","2,984","8,213",0,"6,072","4,524"," 	4,331,978 "
LO,9587,SPBr,Shepherd's Bush NR,Station entry / exit,Gateline,"13,591",0,"10,900","6,218","13,971",0,"10,856","6,111"," 	8,458,803 "
LO,1024,SDCr,Shoreditch High Street,Station entry / exit,Gateline,"13,914",0,"11,077","8,319","14,112",0,"13,007","7,526"," 	8,860,547 "
LO,6972,SLVr,Silver Street,Station entry / exit,Scaled,"4,310",0,"2,718","1,818","4,074",0,"2,494","1,826"," 	2,498,643 "
LO,1452,SATr,South Acton,Station entry / exit,Scaled,"2,250",0,"1,581",993,"2,359",0,"1,412",972," 	1,378,003 "
LO,1451,SOHr,South Hampstead,Station entry / exit,Scaled,898,0,586,484,786,0,460,430," 	510,791 "
LO,709,SKTu,South Kenton,LO boarding / alighting,Scaled,713,0,474,788,"1,101",0,711,810," 	583,276 "
LO,7404,STOr,South Tottenham,Station entry / exit,Scaled,"2,191",0,"1,674","1,610","2,036",0,"1,564","1,291"," 	1,342,130 "
LO,6947,SBUr,Southbury,Station entry / exit,Scaled,"2,232",0,"1,424","1,118","1,876",0,"1,499","1,264"," 	1,271,810 "
LO,6973,SJSr,St James Street,Station entry / exit,Scaled,"2,039",0,"1,055",703,"1,894",0,925,693," 	1,133,828 "
LO,6968,SMHr,Stamford Hill,Station entry / exit,Scaled,"1,725",0,"1,008",883,"1,572",0,946,737," 	987,086 "
LO,6934,SKWr,Stoke Newington,Station entry / exit,Manual Count,"2,693",0,"1,785","1,544","2,254",0,"1,849","1,489"," 	1,545,265 "
LO,717,SPKu,Stonebridge Park,LO boarding / alighting,Relate,"1,395",0,558,391,"1,314",0,516,345," 	755,606 "
LO,719,SFDu,Stratford,LO boarding / alighting,Loadweigh,"28,790",0,"20,695","11,158","27,383",0,"19,419","10,503"," 	16,861,016 "
LO,1083,SQEr,Surrey Quays,Station entry / exit,Gateline,"8,384",0,"7,693","4,603","7,083",0,"6,426","4,059"," 	4,926,621 "
LO,5437,SYDr,Sydenham,LO boarding / alighting,Scaled,"4,471",0,"3,591","2,316","5,269",0,"3,282","2,560"," 	2,974,643 "
LO,6949,TEOr,Theobalds Grove,Station entry / exit,Scaled,"1,303",0,900,538,"1,179",0,771,483," 	743,156 "
LO,6952,TURr,Turkey Street,Station entry / exit,Scaled,"2,145",0,"1,543",953,"2,134",0,"1,362",916," 	1,287,754 "
LO,736,UPMu,Upminster,LO boarding / alighting,Scaled,"1,071",0,710,216,"1,033",0,616,236," 	605,174 "
LO,1524,UHLr,Upper Holloway,Station entry / exit,Scaled,"1,624",0,702,272,"1,543",0,889,342," 	887,733 "
LO,742,WALu,Walthamstow Central,LO boarding / alighting,Manual Count,"9,797",0,"5,429","1,348","10,942",0,"5,107","2,133"," 	5,792,505 "
LO,7407,WMWr,Walthamstow Queen's Road,Station entry / exit,Scaled,"2,857",0,"1,109",431,"3,018",0,"1,290",355," 	1,602,249 "
LO,5372,WWRr,Wandsworth Road,Station entry / exit,Scaled,"1,482",0,868,582,"1,406",0,937,608," 	857,961 "
LO,7408,WNPr,Wanstead Park,Station entry / exit,Scaled,"1,725",0,"1,514","1,001","1,630",0,"1,356",915," 	1,060,998 "
LO,1085,WPEr,Wapping,Station entry / exit,Gateline,"4,081",0,"3,450","2,262","3,826",0,"3,067","2,119"," 	2,481,764 "
LO,1455,WFHr,Watford High Street,Station entry / exit,Gateline,"2,331",0,"1,943","1,236","2,064",0,"1,798","1,160"," 	1,383,367 "
LO,1402,WFJr,Watford Junction,LO boarding / alighting,Loadweigh,"2,089",0,"1,874","1,689","2,341",0,"2,375","2,241"," 	1,492,464 "
LO,751,WEMu,Wembley Central,LO boarding / alighting,Relate,"2,742",0,"2,330","1,585","2,942",0,"2,018","1,276"," 	1,753,272 "
LO,755,WBTu,West Brompton,LO boarding / alighting,Relate,"6,120",0,"3,724","2,920","6,586",0,"4,057","2,929"," 	3,796,976 "
LO,5411,WCYr,West Croydon NR,LO boarding / alighting,Loadweigh,"5,704",0,"3,282","1,984","5,445",0,"3,194","2,042"," 	3,259,957 "
LO,1421,WHDr,West Hampstead LO,Station entry / exit,Gateline,"10,150",0,"6,767","3,846","9,585",0,"6,292","3,506"," 	5,860,118 "
LO,6956,WHLr,White Hart Lane,Station entry / exit,Gateline,"4,337",0,"2,615","1,577","3,395",0,"1,933","1,235"," 	2,264,604 "
LO,763,WCLu,Whitechapel,LO boarding / alighting,Relate,"22,134",0,"15,172","13,813","21,807",0,"16,209","14,545"," 	13,751,196 "
LO,766,WJNu,Willesden Junction,LO boarding / alighting,Relate,"17,068",0,"10,283","4,183","18,142",0,"11,380","5,102"," 	10,186,191 "
LO,6954,WSTr,Wood Street,Station entry / exit,Gateline,"2,690",0,"1,802","1,111","2,061",0,"1,307",923," 	1,422,045 "
LO,7467,WGRr,Woodgrange Park,Station entry / exit,Scaled,"1,646",0,"1,307",968,"1,420",0,"1,125",839," 	962,973 "
DLR,750,ABRd,Abbey Road,Station entry / exit,APC,"1,934",0,"1,432","1,020","1,893",0,"1,361",999," 	1,190,535 "
DLR,850,ALSd,All Saints,Station entry / exit,APC,"3,297",0,"2,354","1,614","3,315",0,"2,267","1,621"," 	2,034,156 "
DLR,513,BNKu,Bank and Monument,DLR boarding / alighting,APC,"54,168",0,"30,570","23,691","51,825",0,"30,223","22,497"," 	31,666,037 "
DLR,895,BECd,Beckton,Station entry / exit,APC,"4,080",0,"2,739","1,963","4,228",0,"2,754","1,935"," 	2,532,056 "
DLR,891,BEPd,Beckton Park,Station entry / exit,APC,"1,151",0,745,408,"1,161",0,715,429," 	688,907 "
DLR,882,BLAd,Blackwall,Station entry / exit,APC,"3,252",0,"2,063","1,512","3,088",0,"1,928","1,517"," 	1,924,981 "
DLR,851,BOCd,Bow Church,Station entry / exit,APC,"6,639",0,"5,101","3,860","4,525",0,"3,692","2,807"," 	3,543,715 "
DLR,842,CAWd,Canary Wharf DLR,Station entry / exit,APC,"36,762",0,"15,161","11,749","25,995",0,"12,350","9,170"," 	18,007,670 "
DLR,884,CNTu,Canning Town,DLR boarding / alighting,APC,"22,362",0,"16,549","12,271","21,426",0,"18,687","13,950"," 	13,940,054 "
DLR,854,CROd,Crossharbour,Station entry / exit,APC,"6,615",0,"4,441","3,240","6,653",0,"4,417","3,319"," 	4,064,583 "
DLR,887,CUHd,Custom House,Station entry / exit,APC,0,0,0,0,0,0,0,0, 	-   
DLR,879,CUSd,Cutty Sark,Station entry / exit,APC,"10,763",0,"12,570","9,935","10,833",0,"10,547","8,435"," 	7,430,815 "
DLR,893,CYPd,Cyprus,Station entry / exit,APC,"3,538",0,"1,395","1,015","3,166",0,"1,118",933," 	1,888,241 "
DLR,897,DEBd,Deptford Bridge,Station entry / exit,APC,"6,954",0,"5,648","4,312","6,267",0,"5,137","4,133"," 	4,242,465 "
DLR,867,DERd,Devons Road,Station entry / exit,APC,"3,950",0,"2,716","1,861","3,834",0,"2,440","1,777"," 	2,372,121 "
DLR,883,EAId,East India,Station entry / exit,APC,"6,471",0,"3,847","2,969","5,734",0,"3,283","2,538"," 	3,662,137 "
DLR,898,ELRd,Elverson Road,Station entry / exit,APC,"3,094",0,"2,341","1,800","3,073",0,"2,485","2,069"," 	1,965,251 "
DLR,894,GARd,Gallions Reach,Station entry / exit,APC,"2,170",0,"1,534","1,112","2,372",0,"1,654","1,257"," 	1,405,306 "
DLR,928,GREd,Greenwich,DLR boarding / alighting,APC,"7,976",0,"6,303","4,676","8,255",0,"7,142","5,432"," 	5,205,602 "
DLR,855,HEQd,Heron Quays,Station entry / exit,APC,"13,676",0,"9,336","7,527","14,512",0,"9,594","7,156"," 	8,677,976 "
DLR,856,ISGd,Island Gardens,Station entry / exit,APC,"4,426",0,"3,792","2,954","4,614",0,"3,450","2,912"," 	2,898,807 "
DLR,523,KGVd,King George V,Station entry / exit,APC,"2,744",0,"1,826","1,342","2,655",0,"1,692","1,288"," 	1,647,718 "
DLR,853,LAPd,Langdon Park,Station entry / exit,APC,"6,669",0,"4,194","3,183","6,670",0,"4,406","3,156"," 	4,058,468 "
DLR,940,LEWd,Lewisham DLR,Station entry / exit,APC,"18,136",0,"11,411","8,089","17,769",0,"11,137","8,011"," 	10,846,562 "
DLR,862,LIMd,Limehouse DLR,Station entry / exit,APC,"15,558",0,"9,673","6,686","15,687",0,"9,445","6,850"," 	9,390,199 "
