NLC,Station,en/ex
734,Turnham Green,5816381
735,Turnpike Lane,9948987
736,Upminster,4336857
737,Upminster Bridge,1153892
738,Upney,2595098
739,Upton Park,9693275
740,Uxbridge,7914648
777,Vauxhall LU,30407334
741,Victoria LU,82964036
742,Walthamstow Central,17123414
743,Wanstead,2703432
745,Warren Street,19376983
746,Warwick Avenue,3912072
747,Waterloo LU,77373119
748,Watford,1705035
751,Wembley Central,5513701
752,Wembley Park,15473222
753,West Acton,1596024
755,West Brompton,5213438
756,West Finchley,1581383
757,West Ham,4549177
758,West Hampstead LU,10317092
759,West Harrow,1596411
760,West Kensington,4583968
762,West Ruislip,1435407
754,Westbourne Park,4018763
761,Westminster,24497646
764,White City,8389590
763,Whitechapel,13130309
765,Willesden Green,7950840
766,Willesden Junction,4984206
767,Wimbledon,11900167
768,Wimbledon Park,2155334
770,Wood Green,11447694
599,Wood Lane,4524340
769,Woodford,5619040
771,Woodside Park,4040169
1404,Acton Central,1845816
5397,Anerley,1220020
514,Barking,3088767
5420,Battersea Park,10910
6961,Bethnal Green LO,1357219
522,Blackhorse Road,2456840
5404,Brockley,4254718
1437,Brondesbury,3059657
1438,Brondesbury Park,1511170
6958,Bruce Grove,1564321
6913,Bush Hill Park,1257096
1395,Bushey,665334
1439,Caledonian Road & Barnsbury,1679845
6962,Cambridge Heath,997132
1440,Camden Road,5115423
788,Canada Water,22538892
1441,Canonbury,3108125
1442,Carpenders Park,1113234
6814,Cheshunt,437039
6914,Chingford,2123980
5301,Clapham High Street,2192193
5595,Clapham Junction,14878382
6926,Clapton,1879898
7406,Crouch Hill,945139
5356,Crystal Palace,2094773
1443,Dalston Junction,5730840
1429,Dalston Kingsland,6376332
5421,Denmark Hill,7382684
6941,Edmonton Green,3568143
7473,Emerson Park,282798
6959,Enfield Town,2441874
1444,Euston NR,3652046
1445,Finchley Road & Frognal,2403061
5362,Forest Hill,3354862
1409,Gospel Oak,2729452
591,Gunnersbury,2247469
6977,Hackney Central,7269623
6867,Hackney Downs,3334586
6978,Hackney Wick,1296778
1022,Haggerston,3230842
1413,Hampstead Heath,3562302
596,Harlesden,1308316
7401,Harringay Green Lanes,1228323
597,Harrow & Wealdstone,3482550
1398,Hatch End,715589
1434,Headstone Lane,620534
6919,Highams Park,2801865
603,Highbury & Islington,22241756
6979,Homerton,5070913
5418,Honor Oak Park,3114594
1023,Hoxton,3114353
9586,Imperial Wharf,3151525
617,Kensal Green,853608
1448,Kensal Rise,2874085
618,Kensington (Olympia),3253773
1449,Kentish Town West,2174959
620,Kenton,864374
621,Kew Gardens,1455653
1415,Kilburn High Road,811126
7402,Leyton Midland Road,1346936
7403,Leytonstone High Road,970484
6965,Liverpool Street NR,12983084
6966,London Fields,1791071
5150,New Cross,2660707
5345,New Cross Gate,5850998
659,North Wembley,559948
5376,Norwood Junction,1447591
5423,Peckham Rye,4113512
5378,Penge West,813443
680,Queen's Park,2082414
5424,Queens Road Peckham,2084056
6967,Rectory Road,1095421
686,Richmond,3575191
6886,Romford,612231
1039,Rotherhithe,1817189
698,Seven Sisters,9449023
1082,Shadwell LO,5388663
9587,Shepherd's Bush NR,8230210
1024,Shoreditch High Street,8937833
6972,Silver Street,2560391
1452,South Acton,1490942
1451,South Hampstead,507714
709,South Kenton,552562
7404,South Tottenham,1578273
6947,Southbury,1138676
6973,St James Street,1283744
6968,Stamford Hill,948856
6934,Stoke Newington,1446191
717,Stonebridge Park,754933
719,Stratford,16457669
1083,Surrey Quays,4742011
5437,Sydenham,2907347
6949,Theobalds Grove,734754
6952,Turkey Street,1235516
736,Upminster,541652
1524,Upper Holloway,1235903
742,Walthamstow Central,5753915
7407,Walthamstow Queen's Road,2007298
5372,Wandsworth Road,837919
7408,Wanstead Park,1110917
1085,Wapping,2512598
1455,Watford High Street,1283695
1402,Watford Junction,1491039
751,Wembley Central,1798699
755,West Brompton,4034485
5411,West Croydon NR,3772252
1421,West Hampstead LO,5382676
6956,White Hart Lane,2358599
763,Whitechapel,14008746
766,Willesden Junction,10289839
6954,Wood Street,1781513
7467,Woodgrange Park,891843
750,Abbey Road,1216448
850,All Saints,2075415
513,Bank and Monument,29504718
895,Beckton,2376180
891,Beckton Park,732001
882,Blackwall,1879514
851,Bow Church,3522329
842,Canary Wharf DLR,18160599
884,Canning Town,13115361
854,Crossharbour,3952397
887,Custom House,2242447
879,Cutty Sark,6747837
893,Cyprus,1859018
897,Deptford Bridge,4005170
867,Devons Road,2468678
883,East India,3637806
898,Elverson Road,1683418
894,Gallions Reach,1484206
928,Greenwich,4936188
855,Heron Quays,7916332
856,Island Gardens,2716573
523,King George V,1705909
853,Langdon Park,4216212
940,Lewisham DLR,9860449
862,Limehouse DLR,9231364
533,London City Airport,4501203
857,Mudchute,2131157
538,Pontoon Dock,2628700
858,Poplar,4567851
888,Prince Regent,2584885
859,Pudding Mill Lane,763548
890,Royal Albert,1759509
886,Royal Victoria,3883072
860,Shadwell DLR,8499265
861,South Quay,6076155
889,Star Lane,1486202
719,Stratford,9646632
749,Stratford High Street,1178037
504,Stratford International DLR,3689702
864,Tower Gateway,4780256
757,West Ham,3500422
866,West India Quay,1355439
559,West Silvertown,1827325
865,Westferry,4953763
573,Woolwich Arsenal,14587785
6872,Brentwood,2971409
6874,Chadwell Heath,3855694
6876,Forest Gate,3236484
6877,Gidea Park,2717776
6878,Goodmayes,3445071
6879,Harold Wood,2752817
6881,Ilford,7653644
6965,Liverpool Street NR,16910298
6883,Manor Park,1980072
6970,Maryland,1108395
6886,Romford,7278959
6893,Seven Kings,3133514
6888,Shenfield,1593139
719,Stratford,24919872
3087,Paddington NR,4086849
3000,Acton Main Line,300026
560,Ealing Broadway,2618934
3188,West Ealing,1215358
3191,Hanwell,364993
3187,Southall,1723747
3186,Hayes & Harlington,2246986
7090,Heathrow Terminals 2 & 3 EL,1436239
7091,Heathrow Terminal 4 EL,1420311
